version,configuration_id,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,average_holding_minutes,losing_streak,average_MAE_R,average_MFE_R,concentration_top_1,concentration_top_5,top_five_trade_dependency_net_R,top_five_trade_dependency_PF,adx_threshold,atr_average_period,breakout_period,ema_period,stop_atr,trail_atr
baseline,T3-M5-0010-938b6b3b78f6,1131,1.15749204634,0.0773919100962,87.5302503188,-42.8121622922,2.04451832452,0.374889478338,101.41025641,15,0.631282899181,1.49535111695,0.0255810949338,0.0805446477669,35.7154001556,1.06426225717,20,20,20,75,2,3
optimized,T3-M5-0011-76dd2f3526c3,1078,1.19608350747,0.102091322992,110.054446185,-47.8489951928,2.30003672474,0.369202226345,147.769016698,17,0.66801581359,1.64636116841,0.0236053223066,0.0810928086449,55.6154171816,1.09908973647,20,20,20,75,2,3.5
