top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,PF_R_C1_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,PF_R_C1_without_top3,expectancy_C1_without_top3,net_R_without_top5,PF_R_C1_without_top5,expectancy_C1_without_top5
0.0434890460524,0.120939407142,0.185112808951,0.297436388083,54.6637077484,1.34585143472,0.167680085118,37.4394654992,1.23687549548,0.115553905862,23.167895901,1.14658080044,0.0719499872703
