group,metric,trades,mean,median,p05,p95
ALL,MAE_R,327,0.623839471518,0.648809381901,0.0503718192309,1
ALL,MFE_R,327,1.56088321151,0.841757744697,0,5.29959361586
WINNERS,MAE_R,122,0.298420615851,0.269113122488,0.0217889523262,0.733855911945
WINNERS,MFE_R,122,3.33497836074,2.94503833454,1.04453609521,7.66041084853
LOSERS,MAE_R,205,0.817503375866,0.889620282943,0.299377350574,1
LOSERS,MFE_R,205,0.505080244646,0.417455771748,0,1.17440342661
EXIT:ATR_TRAILING_STOP,R_result,327,0.196743940046,-0.393036798154,-1.05282774453,3.44680902481
ALL,holding_hours,327,31.626911315,23,2,90.7
