quarter,total_trades,PF,expectancy,net_R,max_drawdown,win_rate,average_win,average_loss,recovery_factor
2025Q1,17,2.29833663913,0.56364701137,9.58199919329,-2.92233849457,0.411764705882,2.423172978,-0.738021165272,3.27888066735
2025Q2,30,1.42961384933,0.230261081613,6.90783244838,-10.746018531,0.333333333333,2.29869985627,-0.803958305715,0.642827148347
2025Q3,51,1.34059431701,0.186107907879,9.49150330184,-11.5794449564,0.392156862745,1.86794886919,-0.898950776838,0.819685514943
2025Q4,67,1.02950205773,0.0161177547625,1.07988956909,-21.4505564874,0.313432835821,1.79446487589,-0.795736365752,0.0503431959783
2026Q1,54,2.12965395255,0.457446168652,24.7020931072,-6.07510057194,0.462962962963,1.86276195832,-0.754032960373,4.06612085095
2026Q2,52,1.18688944838,0.0822250830974,4.27570432107,-10.9592127436,0.346153846154,1.50855325525,-0.672889831571,0.390147031644
2026Q3,56,1.32688737293,0.148147258112,8.29624645429,-5.10603054042,0.375,1.60360819376,-0.725129303276,1.62479373921
