iterations,seed,trades,mean_R_2.5%,mean_R_5%,mean_R_50%,mean_R_95%,mean_R_97.5%,probability_mean_R_gt_0
10000,5102025,327,0.0159248166103,0.0440040747869,0.193043653844,0.353509937039,0.385071767977,0.9835
