symbol,total_trades,PF,expectancy,net_R,max_drawdown,win_rate,average_win,average_loss,recovery_factor
Si,53,2.03059684534,0.376496845295,19.9543328006,-4.56906166693,0.377358490566,1.96581259776,-0.586724822869,4.36727150019
CNY,51,1.5146533175,0.253099540629,12.9080765721,-7.94162034978,0.372549019608,1.99943088285,-0.783784693812,1.62537064271
GD,60,1.30399462582,0.166387398387,9.98324390325,-9.61128549069,0.383333333333,1.86188880708,-0.887572936748,1.03870017314
BR,63,1.49254760743,0.238831293247,15.0463714746,-12.8579603965,0.428571428571,1.68868246749,-0.848557087434,1.17019892818
MIX,58,0.948262767072,-0.0255967045445,-1.48460886358,-11.3634675256,0.327586206897,1.43213496896,-0.735773673688,-0.130647521123
NG,42,1.36824056132,0.188758393053,7.92785250824,-9.0402941838,0.333333333333,2.10406117735,-0.768892999096,0.876946296996
