year,total_trades,PF,expectancy,net_R,max_drawdown,win_rate,average_win,average_loss,recovery_factor
2025,165,1.30775618662,0.164007421288,27.0612245126,-21.4505564874,0.351515151515,1.98261981356,-0.821782473585,1.26156281906
2026,162,1.53153917073,0.230086690633,37.2740438826,-12.5679444189,0.395061728395,1.67810593159,-0.715558527948,2.96580273116
