trade_id,strategy_id,symbol,direction,signal_time,round_level,round_level_step,penetration_points,penetration_atr,signal_open,signal_high,signal_low,signal_close,entry_time,entry_price,initial_stop,initial_risk_points,initial_risk_ticks,target_price,target_distance_points,exit_time,exit_price,exit_reason,bars_held,gross_R,cost_R_C1,net_R_C1,MAE_R,MFE_R,H1_context_time,H1_ADX14,H1_ATR14,H1_EMA200_slope_ATR,quantity
CNY-000287,R3_Round_Level_Rejection_v1.0,CNY,SHORT,2023-08-15T09:45:00+0300,13.15,0.05,0.019999999999999574,0.4503041511368897,13.14,13.17,13.14,13.14,2023-08-15T09:45:00+0300,13.14,13.17444144251158,0.03444144251157866,34.44144251157866,13.125,0.015000000000000568,2023-08-15T10:00:00+0300,13.125,ROUND_LEVEL_MIDPOINT_TARGET,1,0.4355218279535711,0.05806957706047394,0.37745225089309714,0.580695770604727,0.4355218279535711,2023-08-15T00:00:00+0300,46.9572535062796,0.08796698787134787,0.31569560333423907,11542.81822737931
CNY-000288,R3_Round_Level_Rejection_v1.0,CNY,LONG,2023-08-15T11:45:00+0300,13.4,0.05,0.030000000000001137,0.33681053906299957,13.4,13.43,13.37,13.42,2023-08-15T11:45:00+0300,13.42,13.361092915297881,0.058907084702118695,58.907084702118695,13.425,0.005000000000000782,2023-08-15T12:00:00+0300,13.425,ROUND_LEVEL_MIDPOINT_TARGET,1,0.08487943386240854,0.03395177354495811,0.05092766031745043,0.8487943386239648,0.08487943386240854,2023-08-15T11:00:00+0300,45.47259553528529,0.12554296403192755,0.11285965881252513,6774.259476383381
CNY-000289,R3_Round_Level_Rejection_v1.0,CNY,LONG,2023-08-15T12:30:00+0300,13.4,0.05,0.009999999999999787,0.12427049342255758,13.4,13.42,13.39,13.41,2023-08-15T12:30:00+0300,13.41,13.381953037503443,0.028046962496556915,28.046962496556915,13.425,0.015000000000000568,2023-08-15T12:45:00+0300,13.39,LEVEL_FAILURE,1,-0.7130896974121459,0.0713089697412161,-0.784398667153362,0.7130896974121459,0.0,2023-08-15T12:00:00+0300,43.00345969251536,0.1280041808867899,0.06683466714243738,14235.235084824275
CNY-000290,R3_Round_Level_Rejection_v1.0,CNY,LONG,2023-08-15T19:30:00+0300,13.2,0.05,0.009999999999999787,0.1533602784991993,13.2,13.22,13.19,13.21,2023-08-15T19:30:00+0300,13.21,13.183479406729134,0.026520593270866755,26.520593270866755,13.225,0.014999999999998792,2023-08-15T19:45:00+0300,13.225,ROUND_LEVEL_MIDPOINT_TARGET,1,0.5655982069027281,0.07541309425370314,0.490185112649025,0.0,0.5655982069027281,2023-08-15T19:00:00+0300,30.040721811788032,0.12799861761967243,0.11198011523465073,14936.443871722262
CNY-000291,R3_Round_Level_Rejection_v1.0,CNY,LONG,2023-08-15T22:30:00+0300,13.1,0.05,0.02999999999999936,0.6001750860494575,13.14,13.15,13.07,13.12,2023-08-15T22:30:00+0300,13.12,13.06500145862477,0.05499854137522853,54.99854137522853,13.125,0.005000000000000782,2023-08-15T22:45:00+0300,13.125,ROUND_LEVEL_MIDPOINT_TARGET,1,0.09091150192308178,0.03636460076922703,0.05454690115385475,0.1818230038461313,0.09091150192308178,2023-08-15T22:00:00+0300,28.289946820003895,0.11429772700817079,0.09815833166806114,7237.739048797566
CNY-000292,R3_Round_Level_Rejection_v1.0,CNY,LONG,2023-08-16T10:30:00+0300,13.25,0.05,0.02999999999999936,0.5381985055412014,13.28,13.29,13.22,13.26,2023-08-16T10:30:00+0300,13.26,13.214425848512933,0.04557415148706667,45.57415148706667,13.275,0.015000000000000568,2023-08-16T11:00:00+0300,13.275,ROUND_LEVEL_MIDPOINT_TARGET,2,0.3291339390982927,0.043884525213104035,0.28524941388518865,0.877690504262062,0.3291339390982927,2023-08-16T10:00:00+0300,27.72079402888147,0.11217277924087148,0.02242817887391611,8739.213122221072
CNY-000293,R3_Round_Level_Rejection_v1.0,CNY,LONG,2023-08-16T11:30:00+0300,13.25,0.05,0.009999999999999787,0.1964727971288835,13.27,13.27,13.24,13.27,2023-08-16T11:30:00+0300,13.27,13.234910236864271,0.03508976313572809,35.08976313572809,13.275,0.005000000000000782,2023-08-16T11:45:00+0300,13.234910236864271,STOP,1,-1.0,0.05699667997939882,-1.0569966799793988,1.0,0.0,2023-08-16T11:00:00+0300,26.160583400173817,0.11344615215223786,0.005291063087483981,11382.759093322824
Si-000799,R3_Round_Level_Rejection_v1.0,Si,LONG,2023-08-16T12:15:00+0300,96.7,0.1,0.030000000000001137,0.09339252330521979,96.71,96.79,96.67,96.74,2023-08-16T12:15:00+0300,96.74,96.63787751423959,0.10212248576040395,102.12248576040395,96.75,0.010000000000005116,2023-08-16T12:30:00+0300,96.63787751423959,STOP,1,-1.0,0.019584325480407196,-1.0195843254804071,1.0,0.19584325480417214,2023-08-16T12:00:00+0300,23.731966269800267,0.7888270295956151,0.1337415500970119,2404.7035794524572
CNY-000294,R3_Round_Level_Rejection_v1.0,CNY,LONG,2023-08-16T13:15:00+0300,13.2,0.05,0.009999999999999787,0.23520048280950645,13.21,13.21,13.19,13.21,2023-08-16T13:15:00+0300,13.21,13.185748308047437,0.02425169195256416,24.25169195256416,13.225,0.014999999999998792,2023-08-16T13:30:00+0300,13.185748308047437,STOP,1,-1.0,0.08246847287653007,-1.0824684728765301,1.0,0.0,2023-08-16T13:00:00+0300,23.61455077704779,0.10470612098840916,-0.041687895693121715,16295.625179584404
CNY-000295,R3_Round_Level_Rejection_v1.0,CNY,SHORT,2023-08-16T13:45:00+0300,13.2,0.05,0.010000000000001563,0.2337407267290076,13.2,13.21,13.18,13.18,2023-08-16T13:45:00+0300,13.18,13.214278244591751,0.03427824459175177,34.27824459175177,13.175,0.004999999999999005,2023-08-16T14:00:00+0300,13.175,ROUND_LEVEL_MIDPOINT_TARGET,1,0.14586511239266126,0.05834604495707611,0.08751906743558514,0.29173022478537436,0.14586511239266126,2023-08-16T13:00:00+0300,23.61455077704779,0.10470612098840916,-0.041687895693121715,11404.277242362203
CNY-000296,R3_Round_Level_Rejection_v1.0,CNY,LONG,2023-08-16T17:45:00+0300,12.9,0.05,0.019999999999999574,0.36389540788979097,12.9,12.94,12.88,12.91,2023-08-16T17:45:00+0300,12.91,12.874503915255216,0.03549608474478383,35.49608474478383,12.925,0.015000000000000568,2023-08-16T18:00:00+0300,12.925,ROUND_LEVEL_MIDPOINT_TARGET,1,0.4225818173426811,0.056344242312355346,0.3662375750303257,0.2817212115617707,0.4225818173426811,2023-08-16T17:00:00+0300,24.329457224689218,0.10187816330565279,-0.09809342333630383,11022.64477438196
CNY-000297,R3_Round_Level_Rejection_v1.0,CNY,LONG,2023-08-16T18:15:00+0300,12.9,0.05,0.019999999999999574,0.37770815717640804,12.91,12.93,12.88,12.92,2023-08-16T18:15:00+0300,12.92,12.87470490652108,0.04529509347892002,45.29509347892002,12.925,0.005000000000000782,2023-08-16T18:30:00+0300,12.925,ROUND_LEVEL_MIDPOINT_TARGET,1,0.11038723216958901,0.0441548928678287,0.06623233930176031,0.4415489286782776,0.11038723216958901,2023-08-16T18:00:00+0300,25.39711552644872,0.10602972306953462,-0.1120835613257677,8669.673615455436
CNY-000298,R3_Round_Level_Rejection_v1.0,CNY,LONG,2023-08-16T19:15:00+0300,12.9,0.05,0.019999999999999574,0.3988058148310708,12.9,12.92,12.88,12.91,2023-08-16T19:15:00+0300,12.91,12.874985027987,0.03501497201300019,35.01497201300019,12.925,0.015000000000000568,2023-08-16T19:30:00+0300,12.925,ROUND_LEVEL_MIDPOINT_TARGET,1,0.4283881761902149,0.05711842349202649,0.3712697526981884,0.5711842349202527,0.4283881761902149,2023-08-16T19:00:00+0300,26.388512520939685,0.10488474285028214,-0.1321020597829299,11222.449839638606
Si-000800,R3_Round_Level_Rejection_v1.0,Si,LONG,2023-08-16T19:45:00+0300,94.5,0.1,0.04000000000000625,0.11982451689836081,94.5,94.57,94.46,94.52,2023-08-16T19:45:00+0300,94.52,94.4266178499731,0.09338215002689765,93.38215002689765,94.55,0.030000000000001137,2023-08-16T20:00:00+0300,94.55,ROUND_LEVEL_MIDPOINT_TARGET,1,0.32126054059967546,0.021417369373310888,0.29984317122636456,0.8566947749324172,0.32126054059967546,2023-08-16T19:00:00+0300,25.50556238444524,0.7766130635088253,0.009087417850198799,2602.965018887625
Si-000801,R3_Round_Level_Rejection_v1.0,Si,SHORT,2023-08-17T09:30:00+0300,95.0,0.1,0.0799999999999983,0.3545659418259087,94.97,95.08,94.87,94.96,2023-08-17T09:30:00+0300,94.96,95.10256279878097,0.1425627987809719,142.5627987809719,94.95,0.009999999999990905,2023-08-17T09:45:00+0300,95.10256279878097,STOP,1,-1.0,0.014028905276142374,-1.0140289052761424,1.0,0.5611562110456829,2023-08-17T00:00:00+0300,28.937648632773005,0.6120666504086505,-0.14643371325599158,1710.1186438432883
CNY-000299,R3_Round_Level_Rejection_v1.0,CNY,SHORT,2023-08-17T09:45:00+0300,13.0,0.05,0.019999999999999574,0.5366903826101853,12.97,13.02,12.96,12.99,2023-08-17T09:45:00+0300,12.99,13.023726543394112,0.03372654339411163,33.72654339411163,12.975,0.015000000000000568,2023-08-17T10:00:00+0300,12.975,ROUND_LEVEL_MIDPOINT_TARGET,1,0.44475355285354984,0.0593004737138044,0.38545307913974547,0.8895071057070469,0.44475355285354984,2023-08-17T00:00:00+0300,29.402425801300158,0.08651276407729984,-0.31887254004033405,11694.429545372812
CNY-000300,R3_Round_Level_Rejection_v1.0,CNY,LONG,2023-08-17T10:30:00+0300,12.9,0.05,0.019999999999999574,0.47049883822060146,12.94,12.94,12.88,12.91,2023-08-17T10:30:00+0300,12.91,12.875749192479278,0.034250807520722404,34.250807520722404,12.925,0.015000000000000568,2023-08-17T10:45:00+0300,12.925,ROUND_LEVEL_MIDPOINT_TARGET,1,0.43794587882125924,0.058392783842832356,0.3795530949784269,0.5839278384283111,0.43794587882125924,2023-08-17T10:00:00+0300,30.025394062846402,0.09176185235749272,-0.3063154352516438,11559.81391483248
CNY-000301,R3_Round_Level_Rejection_v1.0,CNY,SHORT,2023-08-17T15:15:00+0300,12.8,0.05,0.019999999999999574,0.3726856474030583,12.79,12.82,12.77,12.79,2023-08-17T15:15:00+0300,12.79,12.825366452971657,0.03536645297165819,35.36645297165819,12.775,0.014999999999998792,2023-08-17T15:30:00+0300,12.775,ROUND_LEVEL_MIDPOINT_TARGET,1,0.4241307436745049,0.05655076582327188,0.367579977851233,0.0,0.4241307436745049,2023-08-17T15:00:00+0300,36.68755446927263,0.10662325118880987,-0.33306874320949137,11237.647651567415
CNY-000302,R3_Round_Level_Rejection_v1.0,CNY,LONG,2023-08-17T16:00:00+0300,12.75,0.05,0.019999999999999574,0.3822765986936178,12.75,12.78,12.73,12.77,2023-08-17T16:00:00+0300,12.77,12.724768186159356,0.04523181384064401,45.23181384064401,12.775,0.005000000000000782,2023-08-17T16:15:00+0300,12.775,ROUND_LEVEL_MIDPOINT_TARGET,1,0.11054166471449184,0.044216665885789826,0.06632499882870202,0.0,0.11054166471449184,2023-08-17T15:00:00+0300,36.68755446927263,0.10662325118880987,-0.33306874320949137,8818.939536258233
CNY-000303,R3_Round_Level_Rejection_v1.0,CNY,LONG,2023-08-17T16:30:00+0300,12.8,0.05,0.010000000000001563,0.20307165794673096,12.8,12.82,12.79,12.81,2023-08-17T16:30:00+0300,12.81,12.785075629902709,0.02492437009729187,24.92437009729187,12.825,0.014999999999998792,2023-08-17T17:00:00+0300,12.825,ROUND_LEVEL_MIDPOINT_TARGET,2,0.6018206254138635,0.08024275005518827,0.5215778753586753,0.8024275005519368,0.6018206254138635,2023-08-17T16:00:00+0300,37.699452948815846,0.10543587610389488,-0.34479288787956974,16014.89618409197
Si-000802,R3_Round_Level_Rejection_v1.0,Si,LONG,2023-08-17T16:45:00+0300,93.4,0.1,0.09000000000000341,0.2686154171127515,93.43,93.47,93.31,93.44,2023-08-17T16:45:00+0300,93.44,93.27649484941432,0.16350515058567794,163.50515058567794,93.45,0.010000000000005116,2023-08-17T17:00:00+0300,93.45,ROUND_LEVEL_MIDPOINT_TARGET,1,0.06116015284035373,0.01223203056806449,0.048928122272289244,0.0,0.06116015284035373,2023-08-17T16:00:00+0300,31.533759411860345,0.7407561764411164,-0.22031941990331994,1475.9602610398927
Si-000803,R3_Round_Level_Rejection_v1.0,Si,LONG,2023-08-17T19:30:00+0300,93.4,0.1,0.030000000000001137,0.10751573063784696,93.44,93.47,93.37,93.43,2023-08-17T19:30:00+0300,93.43,93.34209710632852,0.08790289367148318,87.90289367148318,93.45,0.01999999999999602,2023-08-17T19:45:00+0300,93.45,ROUND_LEVEL_MIDPOINT_TARGET,1,0.22752379545935555,0.022752379545940084,0.20477141591341547,0.22752379545951723,0.22752379545935555,2023-08-17T19:00:00+0300,31.60233306261083,0.6964363409770901,-0.26906771619178893,2746.726205203587
CNY-000304,R3_Round_Level_Rejection_v1.0,CNY,LONG,2023-08-17T20:45:00+0300,12.8,0.05,0.010000000000001563,0.28852764198515357,12.8,12.81,12.79,12.81,2023-08-17T20:45:00+0300,12.81,12.786534127568784,0.023465872431216894,23.465872431216894,12.825,0.014999999999998792,2023-08-17T21:45:00+0300,12.825,ROUND_LEVEL_MIDPOINT_TARGET,4,0.6392261802311742,0.08523015736416342,0.5539960228670108,0.8523015736416918,0.6392261802311742,2023-08-17T20:00:00+0300,39.315746208693604,0.09220569703777978,-0.4374753711667256,17099.007814095563
Si-000804,R3_Round_Level_Rejection_v1.0,Si,LONG,2023-08-17T22:15:00+0300,93.4,0.1,0.020000000000010232,0.1293079320044141,93.41,93.42,93.38,93.42,2023-08-17T22:15:00+0300,93.42,93.36453304473284,0.05546695526716405,55.46695526716405,93.45,0.030000000000001137,2023-08-17T23:00:00+0300,93.45,ROUND_LEVEL_MIDPOINT_TARGET,3,0.5408625704349932,0.03605750469566485,0.5048050657393284,0.5408625704349932,0.5408625704349932,2023-08-17T22:00:00+0300,31.658324080537,0.5811882802939747,-0.3719079885532504,4361.868992308833
Si-000805,R3_Round_Level_Rejection_v1.0,Si,SHORT,2023-08-18T00:00:00+0300,93.5,0.1,0.010000000000005116,0.09326180224097358,93.46,93.51,93.46,93.47,2023-08-18T00:00:00+0300,93.47,93.52072250348988,0.0507225034898795,50.7225034898795,93.45,0.01999999999999602,2023-08-18T09:15:00+0300,93.45,ROUND_LEVEL_MIDPOINT_TARGET,1,0.39430230418312373,0.039430230418320215,0.3548720737648035,0.5914534562748257,0.39430230418312373,2023-08-17T23:00:00+0300,31.55493232375036,0.5468176888444057,-0.3778858154148104,4793.945465329557
CNY-000305,R3_Round_Level_Rejection_v1.0,CNY,LONG,2023-08-18T09:15:00+0300,12.8,0.05,0.010000000000001563,0.40216067569850716,12.82,12.83,12.79,12.81,2023-08-18T09:15:00+0300,12.81,12.78751343166941,0.022486568330590373,22.486568330590373,12.825,0.014999999999998792,2023-08-18T09:30:00+0300,12.825,ROUND_LEVEL_MIDPOINT_TARGET,1,0.6670648797750535,0.0889419839700143,0.5781228958050392,0.0,0.6670648797750535,2023-08-18T00:00:00+0300,38.61976451189883,0.07747961560537354,-0.47567221552272465,17942.533567156654
CNY-000306,R3_Round_Level_Rejection_v1.0,CNY,SHORT,2023-08-18T11:15:00+0300,12.7,0.05,0.010000000000001563,0.28858474333221545,12.69,12.71,12.67,12.69,2023-08-18T11:15:00+0300,12.69,12.71346518665004,0.023465186650041048,23.465186650041048,12.675,0.014999999999998792,2023-08-18T11:30:00+0300,12.675,ROUND_LEVEL_MIDPOINT_TARGET,1,0.6392448619185628,0.08523264825581524,0.5540122136627476,0.8523264825582099,0.6392448619185628,2023-08-18T11:00:00+0300,39.4877530157876,0.08292885223116396,-0.43926311831434556,17293.641959792374
Si-000806,R3_Round_Level_Rejection_v1.0,Si,SHORT,2023-08-18T12:45:00+0300,93.1,0.1,0.09000000000000341,0.4291920087897848,93.1,93.19,93.01,93.06,2023-08-18T12:45:00+0300,93.06,93.21096963553767,0.1509696355376633,150.9696355376633,93.05,0.010000000000005116,2023-08-18T13:00:00+0300,93.21096963553767,STOP,1,-1.0,0.013247697080788462,-1.0132476970807884,1.0,0.0,2023-08-18T12:00:00+0300,33.7199661964174,0.5496946587641882,-0.3667080367002746,1616.376862209166
CNY-000307,R3_Round_Level_Rejection_v1.0,CNY,SHORT,2023-08-18T12:45:00+0300,12.75,0.05,0.009999999999999787,0.3105972053486369,12.74,12.76,12.73,12.73,2023-08-18T12:45:00+0300,12.73,12.763219603984773,0.033219603984772306,33.219603984772306,12.725,0.005000000000000782,2023-08-18T13:15:00+0300,12.763219603984773,STOP,2,-1.0,0.0602054136743108,-1.0602054136743109,1.0,0.0,2023-08-18T12:00:00+0300,40.50323415780348,0.08129107707179514,-0.4558944092672083,12283.310483993999
CNY-000308,R3_Round_Level_Rejection_v1.0,CNY,SHORT,2023-08-18T17:45:00+0300,12.85,0.05,0.009999999999999787,0.29830296053010874,12.85,12.86,12.83,12.84,2023-08-18T17:45:00+0300,12.84,12.863352296598809,0.023352296598808664,23.352296598808664,12.825,0.015000000000000568,2023-08-18T18:00:00+0300,12.825,ROUND_LEVEL_MIDPOINT_TARGET,1,0.6423351098052517,0.08564468130736365,0.556690428497888,0.0,0.6423351098052517,2023-08-18T17:00:00+0300,34.35188359168625,0.07439706647382416,-0.47890729460021403,17288.26005970633
Si-000807,R3_Round_Level_Rejection_v1.0,Si,SHORT,2023-08-18T18:45:00+0300,93.5,0.1,0.01999999999999602,0.09035092314671297,93.45,93.52,93.45,93.48,2023-08-18T18:45:00+0300,93.48,93.54213591107145,0.06213591107145078,62.13591107145078,93.45,0.030000000000001137,2023-08-18T19:00:00+0300,93.54,LEVEL_FAILURE,1,-0.9656251749653691,0.03218750583217775,-0.9978126807975469,0.9656251749653691,0.1609375291609711,2023-08-18T18:00:00+0300,27.34446471818793,0.505161678777406,-0.36610590754591665,3887.4662947555503
CNY-000309,R3_Round_Level_Rejection_v1.0,CNY,LONG,2023-08-18T21:15:00+0300,12.85,0.05,0.009999999999999787,0.4490818412576243,12.85,12.86,12.84,12.86,2023-08-18T21:15:00+0300,12.86,12.837773234390419,0.022226765609580923,22.226765609580923,12.875,0.015000000000000568,2023-08-18T21:30:00+0300,12.837773234390419,STOP,1,-1.0,0.08998160304249996,-1.0899816030425,1.0,0.0,2023-08-18T21:00:00+0300,27.20365931679994,0.06291635296644331,-0.521903519968077,18264.827979486487
Si-000808,R3_Round_Level_Rejection_v1.0,Si,SHORT,2023-08-18T21:30:00+0300,93.7,0.1,0.060000000000002274,0.45420035840067485,93.69,93.76,93.68,93.68,2023-08-18T21:30:00+0300,93.68,93.77321002920634,0.09321002920633248,93.21002920633248,93.65,0.030000000000001137,2023-08-18T23:15:00+0300,93.73,LEVEL_FAILURE,7,-0.5364229624831002,0.021456918499325225,-0.5578798809824254,0.5364229624831002,0.21456918499336203,2023-08-18T21:00:00+0300,23.935578865088445,0.4394643616158755,-0.38468118097925197,2565.614804733887
CNY-000310,R3_Round_Level_Rejection_v1.0,CNY,SHORT,2023-08-18T22:00:00+0300,12.85,0.05,0.009999999999999787,0.44580163066456696,12.85,12.86,12.84,12.84,2023-08-18T22:00:00+0300,12.84,12.862243150161898,0.022243150161898484,22.243150161898484,12.825,0.015000000000000568,2023-08-19T00:00:00+0300,12.825,ROUND_LEVEL_MIDPOINT_TARGET,8,0.6743649119311749,0.0899153215908199,0.5844495903403549,0.44957660795408994,0.6743649119311749,2023-08-18T21:00:00+0300,27.20365931679994,0.06291635296644331,-0.521903519968077,18052.437285776345
Si-000809,R3_Round_Level_Rejection_v1.0,Si,LONG,2023-08-18T23:45:00+0300,93.7,0.1,0.01999999999999602,0.2228303627428262,93.7,93.77,93.68,93.73,2023-08-18T23:45:00+0300,93.73,93.67102456247264,0.05897543752736567,58.97543752736567,93.75,0.01999999999999602,2023-08-19T00:00:00+0300,93.75,ROUND_LEVEL_MIDPOINT_TARGET,1,0.3391242327064663,0.03391242327065338,0.30521180943581294,0.8478105817662862,0.3391242327064663,2023-08-18T23:00:00+0300,21.134140553061286,0.3938238628218527,-0.39388363215015704,4032.304314361998
CNY-000311,R3_Round_Level_Rejection_v1.0,CNY,LONG,2023-08-21T09:15:00+0300,12.75,0.05,0.009999999999999787,0.43737134999419214,12.75,12.78,12.74,12.76,2023-08-21T09:15:00+0300,12.76,12.73771361338594,0.02228638661405924,22.28638661405924,12.775,0.015000000000000568,2023-08-21T09:30:00+0300,12.775,ROUND_LEVEL_MIDPOINT_TARGET,1,0.6730566179148083,0.08974088238863771,0.5833157355261706,0.0,0.6730566179148083,2023-08-19T00:00:00+0300,22.538754648665176,0.05497712371256403,-0.5439777849121719,18122.71756643303
CNY-000312,R3_Round_Level_Rejection_v1.0,CNY,SHORT,2023-08-21T13:45:00+0300,12.9,0.05,0.009999999999999787,0.2608753005176812,12.9,12.91,12.88,12.89,2023-08-21T13:45:00+0300,12.89,12.913833249058134,0.023833249058133887,23.833249058133887,12.875,0.015000000000000568,2023-08-21T14:15:00+0300,12.913833249058134,STOP,2,-1.0,0.08391638064628178,-1.0839163806462817,1.0,0.0,2023-08-21T13:00:00+0300,19.974113611457238,0.06708511116083252,-0.4003273351699746,17045.340418155072
CNY-000313,R3_Round_Level_Rejection_v1.0,CNY,SHORT,2023-08-21T15:30:00+0300,12.9,0.05,0.009999999999999787,0.30468103096637317,12.9,12.91,12.88,12.89,2023-08-21T15:30:00+0300,12.89,12.91328212096706,0.023282120967058617,23.282120967058617,12.875,0.015000000000000568,2023-08-21T16:15:00+0300,12.875,ROUND_LEVEL_MIDPOINT_TARGET,3,0.6442711993990475,0.08590282658653642,0.5583683728125111,0.42951413293267293,0.6442711993990475,2023-08-21T15:00:00+0300,18.518379721525545,0.0633029785009218,-0.39082040481393165,17259.70236097027
Si-000810,R3_Round_Level_Rejection_v1.0,Si,LONG,2023-08-21T18:45:00+0300,93.4,0.1,0.060000000000002274,0.278083887888796,93.47,93.52,93.34,93.44,2023-08-21T18:45:00+0300,93.44,93.31842377692016,0.12157622307984184,121.57622307984184,93.45,0.010000000000005116,2023-08-21T19:00:00+0300,93.45,ROUND_LEVEL_MIDPOINT_TARGET,1,0.08225292533917501,0.016450585067826585,0.06580234027134843,0.08225292533905812,0.08225292533917501,2023-08-21T18:00:00+0300,17.501815525272598,0.47606399544603273,-0.2547974955987796,1962.0014499292206
CNY-000314,R3_Round_Level_Rejection_v1.0,CNY,SHORT,2023-08-21T18:00:00+0300,12.8,0.05,0.009999999999999787,0.3141065642857649,12.8,12.81,12.78,12.78,2023-08-21T18:00:00+0300,12.78,12.813183632924941,0.033183632924941975,33.183632924941975,12.775,0.004999999999999005,2023-08-21T19:30:00+0300,12.81,LEVEL_FAILURE,6,-0.9040601451883856,0.0602706763458901,-0.9643308215342757,0.9040601451883856,0.0,2023-08-21T17:00:00+0300,17.72960490821613,0.06514389472783566,-0.3799387139741788,12177.275479284186
CNY-000315,R3_Round_Level_Rejection_v1.0,CNY,LONG,2023-08-21T20:00:00+0300,12.8,0.05,0.010000000000001563,0.38016513887673065,12.8,12.81,12.79,12.81,2023-08-21T20:00:00+0300,12.81,12.787369564176887,0.02263043582311397,22.63043582311397,12.825,0.014999999999998792,2023-08-21T20:15:00+0300,12.79,LEVEL_FAILURE,1,-0.8837655693565574,0.08837655693564977,-0.9721421262922072,0.8837655693565574,0.0,2023-08-21T19:00:00+0300,18.166054049045197,0.062292439841858414,-0.40374352163417626,17683.685568633726
Si-000811,R3_Round_Level_Rejection_v1.0,Si,LONG,2023-08-21T20:00:00+0300,93.3,0.1,0.030000000000001137,0.16782779309702667,93.36,93.37,93.27,93.34,2023-08-21T20:00:00+0300,93.34,93.25212453405577,0.08787546594423645,87.87546594423645,93.35,0.009999999999990905,2023-08-21T20:30:00+0300,93.35,ROUND_LEVEL_MIDPOINT_TARGET,2,0.11379740514077788,0.022759481028176275,0.0910379241126016,0.3413922154226571,0.11379740514077788,2023-08-21T19:00:00+0300,18.060659909401497,0.46277371005702983,-0.26531221191711546,2716.226690929058
Si-000812,R3_Round_Level_Rejection_v1.0,Si,LONG,2023-08-22T12:00:00+0300,93.8,0.1,0.03999999999999204,0.2529209744982652,93.82,93.9,93.76,93.84,2023-08-22T12:00:00+0300,93.84,93.74418478337776,0.0958152166222419,95.8152166222419,93.85,0.009999999999990905,2023-08-22T12:15:00+0300,93.85,ROUND_LEVEL_MIDPOINT_TARGET,1,0.10436755614107303,0.02087351122823359,0.08349404491283943,0.0,0.10436755614107303,2023-08-22T11:00:00+0300,18.365569022747344,0.3669163535505533,-0.4083883803577901,2493.413808714161
Si-000813,R3_Round_Level_Rejection_v1.0,Si,LONG,2023-08-22T13:30:00+0300,93.9,0.1,0.010000000000005116,0.07406639196455264,93.9,93.93,93.89,93.93,2023-08-22T13:30:00+0300,93.93,93.87649859979032,0.05350140020968297,53.50140020968297,93.95,0.01999999999999602,2023-08-22T13:45:00+0300,93.87649859979032,STOP,1,-1.0,0.03738219919780771,-1.0373821991978076,1.0,0.18691099598886857,2023-08-22T13:00:00+0300,16.558851316250376,0.344892161990018,-0.381390239330165,4469.1626084256895
CNY-000316,R3_Round_Level_Rejection_v1.0,CNY,SHORT,2023-08-22T17:45:00+0300,12.9,0.05,0.009999999999999787,0.4310046789598293,12.9,12.91,12.88,12.89,2023-08-22T17:45:00+0300,12.89,12.91232016042706,0.022320160427058866,22.320160427058866,12.875,0.015000000000000568,2023-08-22T18:00:00+0300,12.875,ROUND_LEVEL_MIDPOINT_TARGET,1,0.672038180416301,0.08960509072217007,0.582433089694131,0.0,0.672038180416301,2023-08-22T17:00:00+0300,13.554065400095578,0.04515669346331274,-0.4464719767953021,17755.208429037844
Si-000814,R3_Round_Level_Rejection_v1.0,Si,LONG,2023-08-22T19:30:00+0300,94.1,0.1,0.03999999999999204,0.24552261485616358,94.19,94.21,94.06,94.14,2023-08-22T19:30:00+0300,94.14,94.04370822173614,0.09629177826386126,96.29177826386126,94.15,0.010000000000005116,2023-08-22T19:45:00+0300,94.05,LEVEL_FAILURE,1,-0.9346592369847304,0.020770205266326554,-0.955429442251057,0.9346592369847304,0.0,2023-08-22T19:00:00+0300,14.883386816103725,0.34480920092856826,-0.26542801379297254,2457.3853942316946
Si-000815,R3_Round_Level_Rejection_v1.0,Si,LONG,2023-08-22T22:00:00+0300,94.0,0.1,0.01999999999999602,0.1812287481863376,94.01,94.01,93.98,94.01,2023-08-22T22:00:00+0300,94.01,93.96896422328128,0.04103577671872927,41.03577671872927,94.05,0.03999999999999204,2023-08-22T22:15:00+0300,93.96896422328128,STOP,1,-1.0,0.048737958920786646,-1.0487379589207866,1.0,0.0,2023-08-22T21:00:00+0300,15.765787100841944,0.3264936477394293,-0.25873011778085797,5711.241108799314
Si-000816,R3_Round_Level_Rejection_v1.0,Si,LONG,2023-08-22T23:00:00+0300,94.0,0.1,0.030000000000001137,0.32036843137845855,94.0,94.02,93.97,94.02,2023-08-22T23:00:00+0300,94.02,93.9606357814748,0.05936421852518947,59.36421852518947,94.05,0.030000000000001137,2023-08-22T23:15:00+0300,94.05,ROUND_LEVEL_MIDPOINT_TARGET,1,0.5053549216228883,0.033690328108191274,0.47166459351469703,0.0,0.5053549216228883,2023-08-22T22:00:00+0300,15.973394697364828,0.3124583871866126,-0.26224824258316376,3906.517153218519
