year,total_trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,average_holding_hours,losing_streak,average_MAE_R,average_MFE_R
2023,34,3.00894858793,0.913994585483,31.0758159064,-6.23212782331,4.98638936611,0.411764705882,38.2647058824,8,0.509489423118,3.08650343677
2024,30,1.54722547456,0.318261807401,9.54785422203,-12.8673033865,0.742024489145,0.233333333333,31.8333333333,17,0.412729281501,1.83472194063
