top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,PF_R_C1_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,PF_R_C1_without_top3,expectancy_C1_without_top3,net_R_without_top5,PF_R_C1_without_top5,expectancy_C1_without_top5,top_5_trade_removal_net_R,top_5_trade_removal_PF
0.244136573593,0.392921391006,0.526611726876,0.770642648421,22.6698376204,1.68870849883,0.359838692387,11.7281845437,1.35630164214,0.192265320389,1.8965814257,1.05761804599,0.0321454478932,1.8965814257,1.05761804599
