direction,total_trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,average_holding_hours,losing_streak,average_MAE_R,average_MFE_R
LONG,47,2.85058366994,0.879457489305,41.3345019973,-10.0847915322,4.09869672221,0.382978723404,36.0425531915,13,0.47995930614,2.91449314747
SHORT,17,0.932816931728,-0.0418136393452,-0.710831868869,-7.81946622748,-0.0909054209315,0.176470588235,33.0588235294,10,0.420378320145,1.35303512576
