top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,PF_R_C1_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,PF_R_C1_without_top3,expectancy_C1_without_top3,net_R_without_top5,PF_R_C1_without_top5,expectancy_C1_without_top5
0.250518337537,0.353849356836,0.404148489215,0.501620206295,49.2954264431,1.22194999959,0.113062904686,11.877939397,1.05347978169,0.0273685239563,-6.33602139584,0.971472405298,-0.0146667161941
