iterations,seed,trades,mean_R_2.5%,mean_R_5%,mean_R_50%,mean_R_95%,mean_R_97.5%,probability_mean_R_gt_0
10000,5102025,437,-0.0311668411231,0.00647015357402,0.296519036499,0.734383059527,0.846021197285,0.9549
