year,total_trades,PF,expectancy,net_R,max_drawdown,win_rate,average_win,average_loss,recovery_factor
2025,237,1.84887763087,0.437825506814,103.764645115,-17.9033585907,0.329113924051,2.89746288106,-0.768789054135,5.79582007418
2026,200,1.36296033831,0.181233418058,36.2466836115,-16.5954957281,0.34,2.00162820201,-0.756545713071,2.18412780222
