month,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,average_holding_minutes,losing_streak,average_MAE_R,average_MFE_R,top_1_positive_R_concentration,top_5_positive_R_concentration,net_R_without_top5,PF_without_top5
2023-01,7,2.0001143236,0.438700954678,3.07090668274,-2.0596527814,1.49098270858,0.428571428571,1069.28571429,3,0.754076600127,1.91863080194,0.905070386678,1,-3.07055564577,0
2023-02,13,2.22411473554,0.485822857488,6.31569714735,-2.92377534107,2.1601171125,0.461538461538,643.846153846,4,0.558688267201,2.09205536102,0.49456369097,0.987995728633,-5.02164948152,0.0266988768377
2023-03,13,0.133320231827,-0.624848573535,-8.12303145595,-8.38769787936,-0.968445880239,0.230769230769,806.538461538,5,0.784443571259,0.784977058662,0.452395777933,1,-9.37258691648,0
2023-04,13,10.6199875783,2.35669945638,30.6370929329,-1.12201679924,27.3053780958,0.615384615385,692.307692308,3,0.469588417884,4.42225349212,0.22273659603,0.81838814023,2.95771162064,1.92871569483
2023-05,20,0.453501990538,-0.285591961289,-5.71183922579,-7.73234704929,-0.738694110518,0.3,357,6,0.633568517327,1.16931519509,0.34846438534,0.997135636169,-10.4381342258,0.00129899469916
2023-06,13,1.6850170046,0.301407535361,3.91829795969,-3.85245143654,1.01709210985,0.538461538462,639.230769231,4,0.635552776462,3.24990190953,0.590768693357,0.969093743568,-5.42211727261,0.0520775676358
2023-07,13,5.16653859097,1.45076464373,18.8599403685,-1.00756102432,18.718410015,0.538461538462,1414.61538462,2,0.512160314316,3.10096980001,0.3434504127,0.936885505386,-3.05049989398,0.326083472074
2023-08,22,0.661352637821,-0.206351463387,-4.53973219451,-5.85892456415,-0.774840526585,0.227272727273,606.818181818,7,0.758733478075,1.37084306433,0.597670495278,1,-13.4054851787,0
2023-09,12,2.35986381023,0.546712836791,6.56055404149,-3.04535424151,2.15428272746,0.416666666667,598.75,4,0.656161287556,1.95127460636,0.46897485834,1,-4.8244199104,0
2023-10,22,7.79159223156,1.32449612468,29.1389147429,-1.77022144138,16.4606043412,0.727272727273,837.272727273,2,0.463398584323,3.01522424977,0.157979299849,0.541710155091,11.029894138,3.57080759539
2023-11,20,1.31393516854,0.135344013564,2.70688027128,-4.61327081828,0.58675945504,0.35,426,5,0.523491348939,1.79558869611,0.312102593256,0.913818419671,-7.64604123849,0.113237009275
2023-12,17,2.56723927198,0.618905580198,10.5213948634,-6.71333028178,1.56723927198,0.470588235294,901.764705882,9,0.615659254165,2.2430252775,0.252715782355,0.863121298122,-4.35426347668,0.351400378959
2024-01,16,2.4262539986,0.337409788722,5.39855661955,-3.22037241094,1.67637649646,0.6875,1128.75,2,0.547561425915,1.83102978989,0.331633303776,0.839022160762,-2.30675986692,0.390573126138
2024-02,17,0.56513561951,-0.254614132404,-4.32844025087,-9.90194571896,-0.437130274566,0.235294117647,456.176470588,12,0.726386067533,1.1271314684,0.380633766822,1,-9.95354056358,0
2024-03,16,0.274133397716,-0.470825872263,-7.5332139562,-7.5332139562,-1,0.25,587.8125,6,0.768452825338,0.818483913238,0.404199727279,1,-10.3782346956,0
2024-04,19,0.861895284637,-0.0841207611764,-1.59829446235,-4.24035691699,-0.376924512167,0.315789473684,441.315789474,4,0.793249474198,1.45950351318,0.356811418834,0.947702056697,-11.0514023716,0.0450753507289
2024-05,23,0.505261066211,-0.277579503152,-6.38432857249,-8.04554678778,-0.793523267081,0.304347826087,345.652173913,8,0.720603447029,1.25649651983,0.471205953266,0.945071222745,-12.5462976514,0.0277533725616
2024-06,18,1.97329640224,0.581955797389,10.475204353,-9.40139656668,1.11421790143,0.277777777778,308.333333333,9,0.732727398486,2.41341719162,0.615301232267,1,-10.7626046176,0
2024-07,16,0.360299217862,-0.431278738682,-6.90045981891,-6.90045981891,-1,0.3125,931.875,7,0.780635024904,0.768760096968,0.536869431964,1,-10.7870116961,0
2024-08,16,1.58790823636,0.302310197013,4.8369631522,-3.15131946966,1.53490091968,0.3125,665.625,4,0.701083250618,1.64252746618,0.479418645377,1,-8.2274117848,0
2024-09,18,1.89780142993,0.33229959126,5.98139264268,-2.35359331916,2.54138750055,0.444444444444,525,4,0.60556736815,1.63805587763,0.274744027968,0.868488316715,-4.9994778474,0.24958306059
2024-10,19,0.945028141409,-0.0317692072564,-0.603614937872,-8.28753810725,-0.0728340467411,0.368421052632,450.789473684,3,0.699576152017,1.21565055487,0.555103638362,0.986294335399,-10.8382141036,0.0129522387446
2024-11,21,5.19763416874,1.00718426825,21.1508696332,-1.84686779751,11.452292179,0.619047619048,957.857142857,2,0.486915006278,2.76471625602,0.307482559604,0.7557227489,1.35877100613,1.26966378696
2024-12,17,1.81413203194,0.449411485159,7.63999524771,-6.0598674975,1.26075285489,0.352941176471,777.352941176,6,0.790195565154,1.95591408138,0.471482666954,0.99813418369,-9.3524573526,0.00338483713337
