year,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,average_holding_minutes,losing_streak,average_MAE_R,average_MFE_R,top_1_positive_R_concentration,top_5_positive_R_concentration,net_R_without_top5,PF_without_top5
2023,185,2.17662197805,0.504622033156,93.3550761339,-9.51259003346,9.81384415869,0.437837837838,713.432432432,9,0.606121163152,2.2065986401,0.0465098175194,0.196416691593,59.4345653903,1.74909709027
2024,216,1.25475700714,0.130252915045,28.1346296496,-31.3013677528,0.898830679599,0.375,620.416666667,12,0.693507848588,1.59304397444,0.0943024119645,0.297107049184,-13.0360133846,0.881959855302
