configuration_id,trades,PF_C1,expectancy_C1,net_R_C1,max_DD_C1,recovery_factor_C1,win_rate_C1,USDRUBF_trades,USDRUBF_expectancy_C1,CNYRUBF_trades,CNYRUBF_expectancy_C1,GLDRUBF_trades,GLDRUBF_expectancy_C1,IMOEXF_trades,IMOEXF_expectancy_C1,Y2023_trades,Y2023_expectancy_C1,Y2024_trades,Y2024_expectancy_C1,LONG_trades,LONG_expectancy_C1,SHORT_trades,SHORT_expectancy_C1,top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,PF_R_C1_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,PF_R_C1_without_top3,expectancy_C1_without_top3,net_R_without_top5,PF_R_C1_without_top5,expectancy_C1_without_top5
T3-M30-2e29f26637ab,311,1.90529849681,0.371281999506,115.468701846,-15.0015681688,7.69710876536,0.443729903537,96,0.559505679858,89,0.34131020894,74,0.217613881198,52,0.293771553379,126,0.382484377031,185,0.36365227211,190,0.321600501815,121,0.449294268607,0.0411950348356,0.100448635783,0.149641394687,0.260381858389,105.457634492,1.82680965886,0.340185917716,91.0580401612,1.71391386204,0.295642987537,79.1033950274,1.62018697245,0.258507826887
T3-M30-1bef08206dd9,289,1.91481706428,0.373797463944,108.02746708,-13.002480401,8.30821995097,0.439446366782,91,0.531590598915,83,0.350328180624,71,0.189563356524,44,0.389011028943,116,0.363568151385,173,0.380656424966,173,0.33508499513,116,0.431532438985,0.034591664776,0.0981681152255,0.151038133856,0.26962032587,100.205811486,1.84858035428,0.347936845436,85.8302934949,1.72684308208,0.300105921311,73.8756483611,1.62560666821,0.260125522398
T3-M30-0ceadfe6ba89,404,1.78246507355,0.334321561046,135.065910663,-19.1453449108,7.05476507695,0.443069306931,119,0.503273276782,119,0.313002577871,100,0.105913343639,66,0.414208327198,152,0.44471183195,252,0.2677369532,252,0.269316636941,152,0.442092882589,0.0287739631755,0.0755742417908,0.11442816435,0.203166025808,126.212685655,1.73117648916,0.313182842816,111.813091324,1.64775662709,0.278835639212,99.8584461903,1.57850086716,0.250271794963
T3-M30-aeeb96942cf3,413,1.77142321092,0.340503890955,140.628106965,-17.3138807338,8.12227536544,0.423728813559,125,0.532857030519,119,0.367392179928,103,0.045333706734,66,0.38836268098,153,0.400784515199,260,0.305031062074,254,0.243764092829,159,0.495044197397,0.0274157254649,0.0745500419147,0.114736086122,0.200213292343,131.774881957,1.72285835849,0.319841946497,116.554029616,1.6393635363,0.284278121014,103.57694856,1.56817704484,0.253865070001
T3-M30-4e27874898fc,418,1.68729887116,0.306794382069,128.240051705,-11.2442449261,11.4049500475,0.425837320574,129,0.434878622302,121,0.408927439919,99,0.0123993857144,69,0.31062246394,167,0.364304550588,251,0.268530644448,257,0.251632908329,161,0.394847169342,0.0281210435072,0.0764679736391,0.117687874932,0.205364133512,119.386826697,1.6398502662,0.286299344597,104.165974356,1.55827454556,0.251002347845,91.1888933004,1.48872425264,0.220796351817
T3-M30-5ce129d7f93a,413,1.85763372422,0.437519266211,180.695456945,-21.2689660938,8.49573299184,0.406779661017,129,0.637244566239,123,0.303394961984,98,0.204737029938,63,0.652525375274,159,0.50275617331,254,0.396681989719,256,0.369948651145,157,0.547698103515,0.0341046541396,0.0831596816426,0.124561767529,0.217708141224,167.347367139,1.79427976854,0.40618292995,148.147908032,1.7031534951,0.361336361053,131.943704397,1.62624358411,0.323391432346
T3-M30-4e73cdb77246,391,1.77978200514,0.272471361321,106.536302276,-16.568071332,6.4302175034,0.447570332481,119,0.452068026563,116,0.20914116275,93,0.0939208546746,63,0.313415757961,150,0.328222164512,241,0.237771691284,238,0.253747035987,153,0.301598089616,0.0329366290639,0.080778091038,0.123472969608,0.21421908148,98.5274483929,1.72116198542,0.252634483059,86.8943429594,1.6360146123,0.223954492163,76.5126781152,1.56002703571,0.198219373355
T3-M30-ff3ccac57cfa,387,1.85796475395,0.246591837614,95.4310411564,-10.7176708616,8.90408395527,0.462532299742,118,0.398520458509,115,0.186549215829,91,0.118300875049,63,0.256937898453,150,0.260033383784,237,0.238084529911,235,0.241677247396,152,0.254190052753,0.0322947136522,0.0792037738405,0.12106655449,0.210044078336,88.7569962536,1.79796231424,0.229940404802,79.0627417257,1.71080693377,0.205892556577,70.4113543555,1.63302736282,0.184322917161
T3-M30-65fae596a867,489,1.40063689085,0.132024423682,64.5599431804,-14.1376366507,4.56653009095,0.427402862986,154,0.213565019861,140,0.14603830274,114,-0.0181090685343,81,0.164074093223,193,0.206061651605,296,0.0837501500695,295,0.119452268906,194,0.151141875532,0.0198690376716,0.0572866399107,0.0874828502739,0.156441824426,60.0754373116,1.3728075837,0.123105404327,51.6301638358,1.32039910963,0.106234905012,44.8147817913,1.27810518344,0.0925925243621
T3-M30-d9d86ab01cd1,440,1.62872635814,0.235351584588,103.554697219,-21.022097761,4.92599256249,0.438636363636,138,0.311490988441,128,0.209760181012,101,0.116415228011,73,0.30084520021,173,0.303835206205,267,0.190978301668,266,0.219074800514,174,0.26023448438,0.0314653760171,0.0777135151122,0.119039747523,0.211039397847,95.1137888406,1.57747787085,0.216660111254,82.7072533347,1.5021523077,0.189261449279,71.6210695496,1.43484318369,0.164646136896
T3-M30-30681f09c487,375,1.8495581008,0.385070126276,144.401297353,-17.0904924249,8.449218066,0.426666666667,111,0.694277989305,114,0.207854480047,91,0.143637213488,59,0.518136328605,141,0.504394699565,234,0.313169421858,227,0.392899871037,148,0.37306099073,0.0309870130254,0.0869025454675,0.132724704238,0.234067200035,134.659800312,1.79224581984,0.360052942012,117.081436326,1.68882679385,0.314735043886,102.676161971,1.6040760489,0.277503140462
T3-M30-ea3e58b88e04,356,1.86961529999,0.416161616823,148.153535589,-19.6911058476,7.52388092044,0.412921348315,103,0.815174871725,106,0.245508238408,91,0.0990352101068,56,0.520615114472,136,0.493282429472,220,0.36848693264,217,0.415751408523,139,0.416802013953,0.0473968753491,0.11249977622,0.170584187067,0.282067551881,133.056669143,1.78100137667,0.374807518714,112.320074327,1.65928399712,0.318187179398,93.8190109838,1.55068849391,0.267290629583
