year,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,winning_streak,losing_streak
2024,66,3.29825125816,0.580199228678,38.2931490927,-2.33918741216,16.3702783683,0.545454545455,6,5
