group,metric,trades,mean,median,p75,p90
ALL,MAE_R,66,0.431011340236,0.383904969053,0.630604898154,0.842652096539
ALL,MFE_R,66,1.89788954035,1.30386876181,2.67762554605,4.28586835154
WINNERS,MAE_R,36,0.29299799763,0.25807992979,0.435496130318,0.55469888328
WINNERS,MFE_R,36,3.03494085621,2.51388269884,3.78643127343,4.76033557307
LOSERS,MAE_R,30,0.596627351362,0.578340503111,0.778635864095,1
LOSERS,MFE_R,30,0.533427961328,0.523036299836,0.717834627643,0.785099904871
