symbol,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,winning_streak,losing_streak
USDRUBF,14,6.94217832716,0.860252581764,12.0435361447,-0.861255067059,13.9837042536,0.714285714286,5,2
CNYRUBF,16,4.83925380159,1.10465673773,17.6745078037,-1.32403586658,13.3489645181,0.5,3,3
GLDRUBF,22,1.03759208693,0.0101837421129,0.224042326484,-3.8406179148,0.0583349688654,0.454545454545,3,4
IMOEXF,14,3.0510429094,0.596504486991,8.35106281788,-2.25715330418,3.6998208329,0.571428571429,5,3
