top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,PF_R_C1_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,PF_R_C1_without_top3,expectancy_C1_without_top3,net_R_without_top5,PF_R_C1_without_top5,expectancy_C1_without_top5,top_5_trade_removal_net_R,top_5_trade_removal_PF
0.0615452401333,0.148752110761,0.207092233736,0.337723485182,80.5024617695,1.49733031572,0.245434334663,57.9798263627,1.35818936112,0.177852228106,42.9125121716,1.26510609436,0.132446025221,42.9125121716,1.26510609436
