instrument,total_trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,average_holding_hours,losing_streak,average_MAE_R,average_MFE_R
USDRUBF,185,1.71362906644,0.321779639904,59.5292333823,-10.092918653,5.89811881268,0.367567567568,9.94459459459,10,0.390248015465,1.92784339656
CNYRUBF,144,1.46994991311,0.256029984604,36.868317783,-22.6646016198,1.62669163136,0.368055555556,10.1996527778,9,0.435019958036,1.86747214553
