year,total_trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,average_holding_hours,losing_streak,average_MAE_R,average_MFE_R
2023,155,2.248571158,0.595185851238,92.253806942,-10.4748503305,8.80717184794,0.41935483871,11.4467741935,12,0.383175241869,2.4147880421
2024,174,1.04709779756,0.0238146219731,4.14374422332,-15.7443881148,0.263188648115,0.32183908046,8.81752873563,9,0.433601116831,1.44410845284
