trade_id,strategy_id,symbol,direction,pullback_time,confirmation_time,entry_time,entry_price,initial_stop,initial_risk_points,initial_risk_ticks,exit_time,exit_price,exit_reason,bars_held,gross_R,cost_R_C1,net_R_C1,MAE_R,MFE_R,impulse_reference_time,setup_age_bars,quantity,instrument,strategy,timeframe_pair,net_R
T2-CNY-000017,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2023-05-08 10:15:00+03:00,2023-05-08 10:30:00+03:00,2023-05-08 10:30:00+03:00,11.11,11.1627191742,0.0527191741615,52.7191741615,2023-05-08 11:00:00+03:00,11.1627191742,INITIAL_STOP,2,-1,0.0379368613376,-1.03793686134,0.569052920065,0.189684306688,2023-05-08 10:00:00+03:00,1,20945.6600492,CNYRUBF,T2,H1_M15,-1.03793686134
T2-Si-000030,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2023-05-08 10:15:00+03:00,2023-05-08 10:30:00+03:00,2023-05-08 10:30:00+03:00,76.99,77.4186084224,0.428608422432,428.608422432,2023-05-08 11:00:00+03:00,77.4186084224,INITIAL_STOP,2,-1,0.0046662638794,-1.00466626388,0.536620346131,0.256644513367,2023-05-08 10:00:00+03:00,1,2323.26291986,USDRUBF,T2,H1_M15,-1.00466626388
T2-CNY-000018,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2023-05-18 11:00:00+03:00,2023-05-18 11:15:00+03:00,2023-05-18 11:15:00+03:00,11.37,11.4228928654,0.0528928654039,52.8928654039,2023-05-18 15:15:00+03:00,11.3646653189,ATR_TRAILING_STOP,16,0.100858236066,0.0378122830883,0.0630459529777,0.189061415441,1.70155273897,2023-05-18 00:00:00+03:00,1,20660.1892243,CNYRUBF,T2,H1_M15,0.0630459529777
T2-Si-000031,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-05-18 16:00:00+03:00,2023-05-18 16:30:00+03:00,2023-05-18 16:30:00+03:00,80.05,79.8309741904,0.21902580958,219.02580958,2023-05-19 09:15:00+03:00,80.2246967984,ATR_TRAILING_STOP,31,0.797608276078,0.00913134394451,0.788476932133,0.0913134394451,2.10020910724,2023-05-18 13:45:00+03:00,2,4500.68369137,USDRUBF,T2,H1_M15,0.788476932133
T2-Si-000032,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-05-30 12:30:00+03:00,2023-05-30 12:45:00+03:00,2023-05-30 12:45:00+03:00,80.93,80.6154546737,0.314545326348,314.545326348,2023-05-30 17:30:00+03:00,80.8921555071,ATR_TRAILING_STOP,19,-0.120314910735,0.00635838409434,-0.12667329483,0.572254568491,0.953757614151,2023-05-30 10:00:00+03:00,1,3158.64946189,USDRUBF,T2,H1_M15,-0.12667329483
T2-Si-000033,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-05-30 17:45:00+03:00,2023-05-30 18:00:00+03:00,2023-05-30 18:00:00+03:00,81.15,80.9065395783,0.243460421705,243.460421705,2023-05-30 21:15:00+03:00,81.029283461,ATR_TRAILING_STOP,13,-0.495836400029,0.00821488760266,-0.504051287632,0.36966994212,0.616116570199,2023-05-30 17:00:00+03:00,1,4075.73383386,USDRUBF,T2,H1_M15,-0.504051287632
T2-CNY-000019,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-06-13 13:45:00+03:00,2023-06-13 14:15:00+03:00,2023-06-13 14:15:00+03:00,11.7,11.6474527829,0.0525472170998,52.5472170998,2023-06-13 19:30:00+03:00,11.76,ATR_TRAILING_STOP,21,1.14183021122,0.0380610070406,1.10376920418,0.380610070406,2.47396545764,2023-06-13 13:30:00+03:00,2,20809.2001753,CNYRUBF,T2,H1_M15,1.10376920418
T2-Si-000034,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-06-13 13:45:00+03:00,2023-06-13 14:15:00+03:00,2023-06-13 14:15:00+03:00,83.81,83.4830293081,0.32697069194,326.97069194,2023-06-13 23:30:00+03:00,84.3907273168,ATR_TRAILING_STOP,37,1.77608370131,0.00611675617815,1.76996694514,0.367005370689,2.6607889375,2023-06-13 13:30:00+03:00,2,3019.47025462,USDRUBF,T2,H1_M15,1.76996694514
T2-Si-000035,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-06-13 23:45:00+03:00,2023-06-14 00:00:00+03:00,2023-06-14 00:00:00+03:00,84.45,84.320585859,0.129414140975,129.414140975,2023-06-14 10:15:00+03:00,84.6231958452,ATR_TRAILING_STOP,5,1.33830695681,0.0154542616821,1.32285269512,0,4.24992196259,2023-06-13 23:15:00+03:00,1,7763.8561757,USDRUBF,T2,H1_M15,1.32285269512
T2-CNY-000020,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-06-14 18:45:00+03:00,2023-06-14 19:00:00+03:00,2023-06-14 19:00:00+03:00,11.77,11.7478592636,0.0221407363657,22.1407363657,2023-06-14 19:15:00+03:00,11.7478592636,INITIAL_STOP,1,-1,0.0903312323026,-1.0903312323,0,0,2023-06-14 18:15:00+03:00,1,49932.1647268,CNYRUBF,T2,H1_M15,-1.0903312323
