configuration_id,trades,PF_C1,expectancy_C1,net_R_C1,max_DD_C1,recovery_factor_C1,win_rate_C1,USDRUBF_trades,USDRUBF_expectancy_C1,CNYRUBF_trades,CNYRUBF_expectancy_C1,GLDRUBF_trades,GLDRUBF_expectancy_C1,IMOEXF_trades,IMOEXF_expectancy_C1,Y2023_trades,Y2023_expectancy_C1,Y2024_trades,Y2024_expectancy_C1,LONG_trades,LONG_expectancy_C1,SHORT_trades,SHORT_expectancy_C1,top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,PF_R_C1_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,PF_R_C1_without_top3,expectancy_C1_without_top3,net_R_without_top5,PF_R_C1_without_top5,expectancy_C1_without_top5
T3-H1-782a150195d6,184,2.18914684143,0.446593576968,82.1732181621,-6.91039527999,11.8912471476,0.461956521739,64,0.434031620993,52,0.513354840594,41,0.339916754296,27,0.509783547462,62,0.27115231123,122,0.535752252998,120,0.352369618362,64,0.623263499354,0.100207245632,0.179607466183,0.246279572926,0.378516703981,67.0142783824,1.96977846617,0.366198242527,55.0029397389,1.79595972414,0.303883644967,44.9170577778,1.65000469225,0.250933283675
T3-H1-aeef6145060a,208,2.19393090726,0.444512518358,92.4586038184,-7.79760859194,11.8573024958,0.466346153846,68,0.495987797162,60,0.540120922369,49,0.142445645719,31,0.624011020293,86,0.2799120789,122,0.560542336336,128,0.401581500873,80,0.513202146333,0.0892231897263,0.152874163891,0.207823778101,0.326113656506,77.2996640388,1.99818139368,0.37342832869,66.4854207099,1.85853555418,0.324319125414,57.1495306204,1.73797989722,0.281524781382
T3-H1-0050d828c1a8,199,2.02788478128,0.400457571497,79.691056728,-7.49269725215,10.6358303353,0.442211055276,68,0.427140295176,60,0.476694925307,42,0.221911521736,29,0.438742662919,74,0.352261479582,125,0.428989657911,127,0.34416616569,72,0.499749356741,0.096418506921,0.165202551875,0.224583524178,0.353784828403,64.5321169483,1.83235915846,0.325919782567,53.7178736194,1.69287304051,0.274070783773,44.38198353,1.57245527047,0.228773110979
T3-H1-e465514e7d09,178,2.06299771149,0.410134380719,73.003919768,-8.89492945134,8.20736355104,0.460674157303,61,0.372109451234,50,0.484484729047,42,0.30541757009,25,0.530138753866,59,0.22046494035,119,0.504172170482,118,0.324629561765,60,0.578293857997,0.106993213575,0.195395492921,0.266582590333,0.407774731842,57.8449799884,1.84227095674,0.326807796545,45.3200283189,1.65989725676,0.258971590394,35.2341463577,1.51303843771,0.203665585883
T3-H1-ce4f64b5cf6f,171,1.86129543891,0.351483044423,60.1036005964,-12.9265499247,4.64962429622,0.438596491228,59,0.282165483701,48,0.407096878057,41,0.257023981353,23,0.581617551123,53,0.0219173504617,118,0.499508313745,112,0.231018152642,59,0.580162161024,0.116709221487,0.213139273968,0.277061903911,0.420922680859,44.9446608168,1.64406509728,0.264380357746,32.4197091473,1.46458028042,0.19297445921,24.1170293289,1.34560138086,0.14528330921
T3-H1-0e8b28aef6af,200,2.11491448309,0.43376419784,86.7528395681,-7.3418499036,11.8162099072,0.46,69,0.383196115762,59,0.416294283628,43,0.392739445953,29,0.650453402429,65,0.219733390693,135,0.536816067948,132,0.322319052257,68,0.650098892208,0.0921157462168,0.174453750061,0.235742240986,0.363033782945,71.5938997884,1.9200975573,0.359768340645,58.0440248418,1.74595972046,0.294639720009,47.9581428806,1.61633980335,0.245939194259
T3-H1-8f50652483e0,151,2.25486279123,0.486659943625,73.4856514874,-8.97732460363,8.18569615471,0.46357615894,54,0.479244128165,42,0.611014954052,33,0.439679713563,22,0.337927724947,56,0.211218677645,95,0.649025321466,102,0.349732046787,49,0.7716935248,0.114800135515,0.202924877693,0.271978247837,0.417890846282,58.3267117078,1.99600423723,0.388844744719,46.6901604637,1.7972950351,0.315474057187,37.5719144363,1.64158916016,0.257341879701
T3-H1-59bb19b16087,122,2.2978523046,0.511239005435,62.3711586631,-6.68745493439,9.32659124809,0.450819672131,44,0.498875157691,37,0.753012725466,28,0.231459022959,13,0.467563710739,50,0.196970614301,72,0.729480943723,81,0.353783267034,41,0.822310098374,0.13727396487,0.23795297318,0.320524564797,0.491023041142,47.2122188835,1.98241700806,0.390183627136,36.0944003992,1.75107151679,0.303314289069,26.9761543718,1.5613341947,0.230565421982
T3-H1-fde65b87e674,253,2.05723900354,0.396884354115,100.411741591,-8.44794907817,11.8859312079,0.478260869565,84,0.487645795612,72,0.419821196399,57,0.217234896729,40,0.420999487632,79,0.386353720814,174,0.401665503717,164,0.32331520329,89,0.532449980354,0.0782795820587,0.139754129298,0.194948449606,0.307386778105,85.1169145251,1.89619919415,0.33776553383,73.1055758816,1.76973135784,0.292422303526,62.3213130899,1.65618344933,0.251295617298
T3-H1-d6feb972db57,162,2.13020577251,0.431566614005,69.9137914689,-7.08772439867,9.86406744059,0.469135802469,58,0.428172207849,46,0.548362436403,38,0.180618945424,20,0.649580570649,55,0.322054289689,107,0.487857995663,102,0.392293410177,60,0.498331060513,0.0817701716344,0.172921818702,0.24946156004,0.39919892961,59.1386792901,1.95601848087,0.367320989379,47.1273406466,1.76184671611,0.296398368847,37.0414586854,1.59880131729,0.235932857869
T3-H1-2e29f26637ab,154,1.98381656984,0.394378617896,60.734307156,-7.04942138242,8.61550244499,0.461038961039,56,0.428681480998,45,0.439534729809,36,0.144030829882,17,0.691998323708,54,0.316266313156,100,0.436559262456,98,0.351489607144,56,0.469434386713,0.0551558816692,0.155712327357,0.244015168101,0.412951508822,53.9794947359,1.87439741786,0.352807155137,41.664580937,1.6749118747,0.275924377066,30.8503376081,1.49973523606,0.207049245692
T3-H1-1bef08206dd9,144,1.91668617616,0.358888602579,51.6799587714,-6.56427150635,7.87291609152,0.451388888889,53,0.345348932504,42,0.338239880691,34,0.158993275254,15,0.917641266734,51,0.37862892856,93,0.348063262525,89,0.37973757134,55,0.325151180403,0.0593837462714,0.159462906006,0.243846655558,0.415971277828,45.263135492,1.80286617059,0.316525423021,34.4488921631,1.61104582861,0.244318384136,25.3306461358,1.44930866235,0.182234864286
T3-H1-0ceadfe6ba89,193,1.83866923036,0.327943738904,63.2931416085,-10.9170263401,5.79765401646,0.445595854922,64,0.324334212929,50,0.430333701061,45,0.266725281816,34,0.265189095478,66,0.294206229158,127,0.345476617985,132,0.208175229377,61,0.587114939849,0.109244423255,0.187178354822,0.256100942646,0.402948203897,48.1342018289,1.63780487073,0.250698967859,37.3199585,1.49451014876,0.19642083421,27.7561443744,1.36778430725,0.147639065821
T3-H1-aeeb96942cf3,183,2.14362789791,0.4311834214,78.9065661162,-9.38864580297,8.40446724396,0.464480874317,64,0.393899117631,52,0.461400051705,42,0.30978465964,25,0.667730567772,61,0.249903205559,122,0.521823529321,117,0.390109458298,66,0.503996355989,0.102492249303,0.181169012221,0.24612165214,0.381374157264,63.7476263366,1.92392265299,0.350261683168,52.1110750924,1.75526894908,0.289505972736,42.5043666461,1.6160346581,0.238788576663
T3-H1-4e27874898fc,177,2.0391684692,0.414604458899,73.384989225,-9.77398667709,7.50819411255,0.446327683616,61,0.341435401748,49,0.38993020422,39,0.495722817914,28,0.504202136179,56,0.19687978544,121,0.515369597028,109,0.406415926885,68,0.427730194037,0.105267533316,0.186074704766,0.252786131563,0.391701002551,58.2260494454,1.82451023443,0.330829826394,46.5894982013,1.65973079833,0.267755736789,36.9827897549,1.52369496027,0.215016219505
T3-H1-5ce129d7f93a,195,2.07928325176,0.51898115316,101.201324866,-14.1289441458,7.16269551508,0.420512820513,68,0.485848463838,53,0.727863462618,45,0.259788320315,29,0.617116944559,65,0.33871105116,130,0.60911620416,128,0.383475263957,67,0.777858075816,0.103667624882,0.185809711791,0.25478415479,0.391587728338,80.98940516,1.86372889559,0.417471160619,64.9742869687,1.69293223002,0.338407744628,51.5264443538,1.54951482589,0.271191812388
T3-H1-4e73cdb77246,181,2.31342650378,0.399304363394,72.2740897743,-5.67342240555,12.7390637622,0.480662983425,63,0.352462573457,51,0.42264272293,41,0.254664073019,26,0.69511314551,61,0.215617210473,120,0.492678666128,118,0.329007784983,63,0.530970970575,0.0952634384167,0.170746383517,0.234129166816,0.362663239494,60.1469379506,2.0930415405,0.334149655281,50.5378670358,1.91841729472,0.283920601325,42.4691614668,1.77178588396,0.241302053789
T3-H1-ff3ccac57cfa,180,2.2904348332,0.332562810283,59.861305851,-4.51786046683,13.2499235624,0.483333333333,62,0.309550971759,51,0.343495519098,41,0.203874885186,26,0.568923224434,60,0.1929035063,120,0.402392462275,117,0.27446920744,63,0.440450929849,0.0951151111621,0.170480527668,0.233764622588,0.362098564908,49.7553459979,2.07257986943,0.277962826804,41.7477869022,1.89996029425,0.235863202837,35.0238655948,1.75501219886,0.200136374827
T3-H1-65fae596a867,234,1.69752842308,0.216265144812,50.6060438859,-7.57074870142,6.6844173386,0.444444444444,82,0.279140484269,65,0.243765545577,49,0.0748090950253,38,0.215950475188,76,0.239331233504,158,0.205170064175,151,0.170939593191,83,0.298724883302,0.0387494933263,0.111453509194,0.181839139196,0.324072690991,45.8337897646,1.63175005678,0.196711544054,36.879813607,1.50833292337,0.159652872758,28.2113618667,1.38885131587,0.123193719942
T3-H1-d9d86ab01cd1,203,1.94087014147,0.328174882203,66.6195010873,-7.89496735643,8.4382237544,0.43842364532,71,0.384841212343,58,0.360200342934,43,0.144334720994,31,0.393476197356,68,0.257097550155,135,0.363976797605,129,0.254669395368,74,0.456312825471,0.111699318471,0.200368832005,0.279411419186,0.423944636777,51.2691366133,1.72407626943,0.253807606996,39.0836607383,1.55198025815,0.195418303691,28.2211725977,1.39856886078,0.142531174736
T3-H1-30681f09c487,171,2.44844523604,0.601374991444,102.835123537,-7.26324658677,14.1582861477,0.46783625731,56,0.877674948124,49,0.575258587857,40,0.284087640554,26,0.543621154415,57,0.324918278813,114,0.739603347759,112,0.484258157917,59,0.823698472038,0.0824073197075,0.207720707562,0.303898755061,0.453528497795,88.5100922865,2.24667542669,0.520647601685,66.72661233,1.93985245918,0.39718221625,50.0077875835,1.70436577697,0.301251732431
