scope,direction,trades,PF,expectancy_R,net_R,win_rate
COMBINED,LONG,470,1.16208246394,0.0890098182089,41.8346145582,0.327659574468
COMBINED,SHORT,360,1.03992534359,0.0245138608473,8.82498990504,0.269444444444
USDRUBF,LONG,256,1.53593540304,0.260258077521,66.6260678453,0.37109375
USDRUBF,SHORT,200,1.10770731159,0.0608878541453,12.1775708291,0.275
CNYRUBF,LONG,214,0.81469824167,-0.115847912557,-24.7914532871,0.275700934579
CNYRUBF,SHORT,160,0.968950569878,-0.0209536307751,-3.35258092401,0.2625
