iterations,seed,trades,mean_R_2.5%,mean_R_5%,mean_R_50%,mean_R_95%,mean_R_97.5%,probability_mean_R_gt_0
10000,5102025,361,-0.0940679577139,-0.0662437764433,0.08958671548,0.261522794649,0.294986654158,0.8273
