year,total_trades,PF,expectancy,net_R,max_drawdown,win_rate,average_win,average_loss,recovery_factor
2025,184,1.17247471814,0.0925715688108,17.0331686612,-29.8417906145,0.315217391304,1.9963905075,-0.783789529952,0.570782393096
2026,177,1.18344972347,0.0912419246807,16.1498206685,-13.7634515967,0.327683615819,1.79627349503,-0.73978186591,1.17338449262
