direction,total_trades,PF,expectancy,net_R,max_drawdown,win_rate,average_win,average_loss,recovery_factor
LONG,174,0.916388660198,-0.04498240276,-7.82693808024,-25.8305406696,0.304597701149,1.61856651777,-0.77364432663,-0.303011004701
SHORT,187,1.44011248398,0.219304424652,41.0099274099,-15.129650854,0.336898395722,2.13000772547,-0.751456123347,2.71056667504
