symbol,total_trades,PF,expectancy,net_R,max_drawdown,win_rate,average_win,average_loss,recovery_factor
USDRUBF,85,1.53295570006,0.2520289268,21.422458778,-8.22610009264,0.305882352941,2.36992422919,-0.681280867474,2.60420594653
CNYRUBF,90,1.00356965089,0.00186335748373,0.167702173536,-16.4837613863,0.311111111111,1.68384625315,-0.757741821206,0.0101737807049
GLDRUBF,81,1.2425627392,0.120711810286,9.7776566332,-12.5289200588,0.358024691358,1.72715383747,-0.775188551026,0.780406977403
IMOEXF,105,1.03060680251,0.0172873499521,1.81517174497,-14.9211760074,0.314285714286,1.85216138827,-0.823696584279,0.121650716007
