month,total_trades,PF,expectancy,net_R,max_drawdown,win_rate,average_win,average_loss,recovery_factor
2025-01,9,0.263827491263,-0.468239428674,-4.21415485806,-4.7242332196,0.111111111111,1.51025729812,-0.715551519523,-0.892029385971
2025-02,24,1.91647986897,0.468441860361,11.2426046487,-5.12160032627,0.333333333333,2.93872050733,-0.766697463121,2.19513510084
2025-03,8,0.486402696804,-0.353950688995,-2.83160551196,-3.74495294242,0.125,2.68167404449,-0.787611365207,-0.75611244133
2025-04,16,0.0855328214993,-0.693966512831,-11.1034642053,-11.1034642053,0.125,0.519269933478,-0.867286005161,-1
2025-05,15,1.48860152577,0.170839728737,2.56259593105,-2.88164839531,0.466666666667,1.11533603318,-0.655594537651,0.889281265271
2025-06,13,0.258574550982,-0.415682558923,-5.40387326601,-6.1812258834,0.230769230769,0.628206160252,-0.728849174676,-0.874239733014
2025-07,15,0.860751725843,-0.0641678957073,-0.96251843561,-3.45891103046,0.4,0.991621391864,-0.768027420755,-0.278272099841
2025-08,12,0.597451023916,-0.307970720295,-3.69564864354,-6.47268288813,0.25,1.82832334059,-1.02006874059,-0.570960868532
2025-09,19,2.26908034901,0.787005438333,14.9531033283,-4.88903008558,0.368421052632,3.81939037818,-0.98188577658,3.05850098416
2025-10,18,1.59167946741,0.219203941513,3.94567094723,-5.70401327816,0.444444444444,1.32678328761,-0.666859535364,0.691735933073
2025-11,13,1.70041450139,0.342505746282,4.45257470167,-3.17057496829,0.384615384615,2.16192628114,-0.794632088001,1.40434298075
2025-12,22,1.83585068127,0.367631092033,8.08788402474,-3.19005863141,0.318181818182,2.53773067531,-0.645082046828,2.53534024268
2026-01,12,0.884894303224,-0.063426165827,-0.761113989924,-5.28581198426,0.166666666667,2.92559557283,-0.661230513559,-0.143991877159
2026-02,23,0.641254246321,-0.180924998716,-4.16127497047,-9.75679918837,0.304347826087,1.06260500948,-0.724969377301,-0.426500011954
2026-03,22,0.790279160561,-0.122309948607,-2.69081886935,-5.84404549314,0.227272727273,2.02793206719,-0.754734070901,-0.460437700649
2026-04,16,2.33105408673,0.432944745466,6.92711592745,-1.71962628929,0.4375,1.73304988161,-0.578248138199,4.02826821769
2026-05,19,4.5508404726,1.19466317361,22.6986002986,-2.00034341775,0.421052631579,3.63638234762,-0.581132589305,11.3473517083
2026-06,18,1.71186839204,0.304691921007,5.48445457812,-3.46403906652,0.444444444444,1.64859553832,-0.770430972841,1.58325425112
2026-07,26,0.918136315767,-0.0401967230651,-1.04511479969,-6.8286429841,0.423076923077,1.06558277696,-0.851101689748,-0.153048680701
2026-08,28,0.931251890061,-0.0362449755882,-1.01485931647,-7.207916087,0.321428571429,1.52745961945,-0.776947152183,-0.140797881693
2026-09,13,0.0861087789162,-0.714397553061,-9.28716818979,-9.28716818979,0.0769230769231,0.875056783524,-0.84685208111,-1
