trade_id,strategy_id,entry_time,exit_time,direction,symbol,entry_price,exit_price,R_result,net_R_C1,gross_R,cost_R,MAE_R,MFE_R,exit_reason,holding_time
T2-M30-CNYRUBF-000001,T2,2025-01-15 13:30:00+03:00,2025-01-15 20:00:00+03:00,LONG,CNYRUBF,13.956,13.9184476185,-1.05325893913,-1.05325893913,-1,0.0532589391316,0.82551355654,0.31955363479,INITIAL_STOP,0 days 06:30:00
T2-M30-GLDRUBF-000001,T2,2025-01-17 15:00:00+03:00,2025-01-17 17:30:00+03:00,LONG,GLDRUBF,8980.1,8969.7,-0.37665515583,-0.37665515583,-0.376582736073,7.24197569372e-05,0.260711124974,0.648156824588,EMA50_TREND_LOSS,0 days 02:30:00
T2-M30-GLDRUBF-000002,T2,2025-01-17 20:00:00+03:00,2025-01-17 20:30:00+03:00,LONG,GLDRUBF,8983.8,8970.2,-0.535315729326,-0.535315729326,-0.535237018,7.87113261764e-05,0,0,EMA50_TREND_LOSS,0 days 00:30:00
T2-M30-USDRUBF-000001,T2,2025-01-22 12:30:00+03:00,2025-01-22 20:00:00+03:00,SHORT,USDRUBF,100.2,100.22629271,-0.0537026044196,-0.0537026044196,-0.0499063894208,0.00379621499878,0.0569432249818,1.08192127465,ATR_TRAILING_STOP,0 days 07:30:00
T2-M30-CNYRUBF-000002,T2,2025-01-24 18:30:00+03:00,2025-01-27 10:00:00+03:00,SHORT,CNYRUBF,13.511,13.5623303023,-0.698224429885,-0.698224429885,-0.672039525632,0.0261849042527,0.549882989306,0.14401697339,ATR_TRAILING_STOP,2 days 15:30:00
T2-M30-USDRUBF-000002,T2,2025-01-24 18:30:00+03:00,2025-01-27 10:00:00+03:00,SHORT,USDRUBF,100.29,100.708760537,-0.967804554055,-0.967804554055,-0.963204291108,0.00460026294747,0.552031553696,0.161009203161,ATR_TRAILING_STOP,2 days 15:30:00
T2-M30-CNYRUBF-000003,T2,2025-01-27 17:00:00+03:00,2025-01-27 18:30:00+03:00,SHORT,CNYRUBF,13.398,13.4489271194,-1.03927180695,-1.03927180695,-1,0.0392718069511,0.490897586889,0.471261683413,INITIAL_STOP,0 days 01:30:00
T2-M30-IMOEXF-000001,T2,2025-01-30 16:30:00+03:00,2025-01-31 12:00:00+03:00,LONG,IMOEXF,2961,2980.25580665,1.51025729812,1.51025729812,1.51041417695,0.000156878826649,0.274537946635,2.82381887968,ATR_TRAILING_STOP,0 days 19:30:00
T2-M30-IMOEXF-000002,T2,2025-01-31 13:00:00+03:00,2025-01-31 16:00:00+03:00,LONG,IMOEXF,2981.5,2970.32285602,-1.00017893659,-1.00017893659,-1,0.000178936587273,0.536809761819,0.536809761819,INITIAL_STOP,0 days 03:00:00
T2-M30-GLDRUBF-000003,T2,2025-02-03 10:00:00+03:00,2025-02-04 09:30:00+03:00,LONG,GLDRUBF,8860,8884.38523833,0.46055955799,0.46055955799,0.460597334724,3.77767343023e-05,0.322991078285,1.43173823006,ATR_TRAILING_STOP,0 days 23:30:00
T2-M30-CNYRUBF-000004,T2,2025-02-04 14:00:00+03:00,2025-02-04 22:00:00+03:00,SHORT,CNYRUBF,13.278,13.3108947627,-0.470975913338,-0.470975913338,-0.443981838793,0.0269940745455,0.364420006364,0.364420006364,ATR_TRAILING_STOP,0 days 08:00:00
T2-M30-CNYRUBF-000005,T2,2025-02-06 15:00:00+03:00,2025-02-06 16:30:00+03:00,SHORT,CNYRUBF,13.049,13.120925622,-1.02780650266,-1.02780650266,-1,0.0278065026608,0.486613796564,0.68125931519,INITIAL_STOP,0 days 01:30:00
T2-M30-IMOEXF-000003,T2,2025-02-06 15:30:00+03:00,2025-02-07 12:00:00+03:00,LONG,IMOEXF,2970,2971.82793656,0.11155876663,0.11155876663,0.111680960105,0.000122193474902,0.488773899608,1.16083801157,ATR_TRAILING_STOP,0 days 20:30:00
T2-M30-IMOEXF-000004,T2,2025-02-07 14:00:00+03:00,2025-02-07 15:00:00+03:00,LONG,IMOEXF,2976,2962.74148927,-1.0001508465,-1.0001508465,-1,0.000150846504612,0.791944149215,0,INITIAL_STOP,0 days 01:00:00
T2-M30-USDRUBF-000003,T2,2025-02-07 13:30:00+03:00,2025-02-07 17:00:00+03:00,SHORT,USDRUBF,98.48,98.79,-0.733983233153,-0.733983233153,-0.729278212428,0.00470502072534,0.352876554401,0.705753108801,EMA50_TREND_LOSS,0 days 03:30:00
T2-M30-IMOEXF-000005,T2,2025-02-12 17:00:00+03:00,2025-02-12 17:30:00+03:00,LONG,IMOEXF,3048,3034.20149488,-1.00014494324,-1.00014494324,-1,0.000144943237163,0,0,INITIAL_STOP,0 days 00:30:00
T2-M30-IMOEXF-000006,T2,2025-02-12 19:00:00+03:00,2025-02-12 19:30:00+03:00,LONG,IMOEXF,3047,3026.5195295,-1.00009765401,-1.00009765401,-1,9.76540065346e-05,0,0,INITIAL_STOP,0 days 00:30:00
T2-M30-CNYRUBF-000006,T2,2025-02-12 17:30:00+03:00,2025-02-12 22:30:00+03:00,SHORT,CNYRUBF,12.799,12.4093804513,7.67143065767,7.67143065767,7.71101292685,0.0395822691756,0,12.7454906745,ATR_TRAILING_STOP,0 days 05:00:00
T2-M30-USDRUBF-000004,T2,2025-02-11 12:00:00+03:00,2025-02-12 22:30:00+03:00,SHORT,USDRUBF,97.62,93.3833731637,7.52611387638,7.52611387638,7.52966843463,0.00355455824911,0.0533183737366,10.4148556699,ATR_TRAILING_STOP,1 days 10:30:00
T2-M30-CNYRUBF-000007,T2,2025-02-13 12:00:00+03:00,2025-02-14 10:30:00+03:00,SHORT,CNYRUBF,12.335,12.3380906242,-0.0314158790281,-0.0314158790281,-0.0190732359496,0.0123426430785,0.894841623188,0.901012944727,ATR_TRAILING_STOP,0 days 22:30:00
T2-M30-GLDRUBF-000004,T2,2025-02-13 12:30:00+03:00,2025-02-14 10:30:00+03:00,SHORT,GLDRUBF,8573.9,8650.14707144,-0.565397969761,-0.565397969761,-0.565383139469,1.48302912831e-05,0.839394486624,0.177221980833,ATR_TRAILING_STOP,0 days 22:00:00
T2-M30-USDRUBF-000005,T2,2025-02-13 12:00:00+03:00,2025-02-14 10:30:00+03:00,SHORT,USDRUBF,93.02,92.5118170149,0.422900662126,0.422900662126,0.424571601983,0.00167093985613,0.52634605468,1.43700827627,ATR_TRAILING_STOP,0 days 22:30:00
T2-M30-IMOEXF-000007,T2,2025-02-14 13:30:00+03:00,2025-02-14 14:00:00+03:00,LONG,IMOEXF,3285.5,3252.15550551,-1.00005997992,-1.00005997992,-1,5.99799166405e-05,0,0,INITIAL_STOP,0 days 00:30:00
T2-M30-USDRUBF-000006,T2,2025-02-14 11:30:00+03:00,2025-02-14 14:30:00+03:00,SHORT,USDRUBF,92.19,93.0318553273,-0.91882553045,-0.91882553045,-0.916647845483,0.00217768496744,0.783966588279,0.642417065396,ATR_TRAILING_STOP,0 days 03:00:00
T2-M30-IMOEXF-000008,T2,2025-02-18 11:00:00+03:00,2025-02-18 11:30:00+03:00,LONG,IMOEXF,3331,3294.34336218,-1.00005456038,-1.00005456038,-1,5.45603775705e-05,0,0,INITIAL_STOP,0 days 00:30:00
T2-M30-GLDRUBF-000005,T2,2025-02-19 19:00:00+03:00,2025-02-20 09:00:00+03:00,SHORT,GLDRUBF,8601.6,8557.8,0.997290237829,0.997290237829,0.997335778276,4.55404464966e-05,0.013662133949,2.97379115623,ATR_TRAILING_STOP,0 days 14:00:00
T2-M30-CNYRUBF-000008,T2,2025-02-19 16:30:00+03:00,2025-02-21 10:30:00+03:00,SHORT,CNYRUBF,12.311,12.0343011116,3.30797844849,3.30797844849,3.33206284481,0.0240843963229,0.951333654755,4.66033068848,ATR_TRAILING_STOP,1 days 18:00:00
T2-M30-GLDRUBF-000006,T2,2025-02-20 10:30:00+03:00,2025-02-21 10:30:00+03:00,SHORT,GLDRUBF,8551.4,8350.54034919,3.01193185149,3.01193185149,3.0119618422,2.99907107278e-05,0.305905249423,4.45362054307,ATR_TRAILING_STOP,1 days 00:00:00
T2-M30-CNYRUBF-000009,T2,2025-02-21 12:30:00+03:00,2025-02-21 13:30:00+03:00,SHORT,CNYRUBF,12.004,12.0970186686,-1.02150106028,-1.02150106028,-1,0.0215010602756,0.903044531576,0,INITIAL_STOP,0 days 01:00:00
T2-M30-GLDRUBF-000007,T2,2025-02-21 18:00:00+03:00,2025-02-24 11:00:00+03:00,SHORT,GLDRUBF,8380.6,8413.26773799,-0.508945991569,-0.508945991569,-0.50891483454,3.11570292816e-05,0.367652945523,0.936268729913,ATR_TRAILING_STOP,2 days 17:00:00
T2-M30-IMOEXF-000009,T2,2025-02-25 14:30:00+03:00,2025-02-25 18:30:00+03:00,LONG,IMOEXF,3368.5,3350.76720529,-1.00011278538,-1.00011278538,-1,0.000112785380558,0.761301318764,0.704908628485,INITIAL_STOP,0 days 04:00:00
T2-M30-USDRUBF-000007,T2,2025-02-26 12:00:00+03:00,2025-02-26 14:00:00+03:00,SHORT,USDRUBF,87.24,87.4817655629,-0.387675170035,-0.387675170035,-0.384494448645,0.00318072139011,0.0477108208516,1.08144527264,ATR_TRAILING_STOP,0 days 02:00:00
T2-M30-IMOEXF-000010,T2,2025-02-27 11:30:00+03:00,2025-02-27 16:00:00+03:00,SHORT,IMOEXF,3235.5,3258.90875177,-0.600011390246,-0.600011390246,-0.599960130774,5.12594722321e-05,0.563854194553,0.884225896003,ATR_TRAILING_STOP,0 days 04:30:00
T2-M30-IMOEXF-000011,T2,2025-03-05 12:30:00+03:00,2025-03-05 14:30:00+03:00,LONG,IMOEXF,3286.5,3261.77633507,-1.00008089416,-1.00008089416,-1,8.08941557015e-05,0.485364934209,0.283129544955,INITIAL_STOP,0 days 02:00:00
T2-M30-USDRUBF-000008,T2,2025-03-05 14:00:00+03:00,2025-03-05 17:00:00+03:00,LONG,USDRUBF,90.37,90.0641160623,-1.00653842766,-1.00653842766,-1,0.00653842766281,0.588458489653,0.817303457851,INITIAL_STOP,0 days 03:00:00
T2-M30-GLDRUBF-000008,T2,2025-03-11 13:00:00+03:00,2025-03-11 19:30:00+03:00,SHORT,GLDRUBF,8148.5,8171.16061982,-0.454476438645,-0.454476438645,-0.454436330622,4.01080230174e-05,0.411107235929,1.15711646405,ATR_TRAILING_STOP,0 days 06:30:00
T2-M30-IMOEXF-000012,T2,2025-03-13 14:00:00+03:00,2025-03-13 19:00:00+03:00,SHORT,IMOEXF,3143,3149.61201371,-0.255637274708,-0.255637274708,-0.255559973001,7.73017069101e-05,0.251230547458,1.44940700456,ATR_TRAILING_STOP,0 days 05:00:00
T2-M30-CNYRUBF-000010,T2,2025-03-18 14:00:00+03:00,2025-03-18 16:00:00+03:00,SHORT,CNYRUBF,11.24,11.3108719551,-1.02821990725,-1.02821990725,-1,0.0282199072453,0.790157402869,0.112879628981,INITIAL_STOP,0 days 02:00:00
T2-M30-IMOEXF-000013,T2,2025-03-28 11:30:00+03:00,2025-03-31 14:30:00+03:00,SHORT,IMOEXF,3070,3020.96531974,2.68167404449,2.68167404449,2.68178342762,0.000109383131023,0.38284095858,5.19569872359,ATR_TRAILING_STOP,3 days 03:00:00
T2-M30-IMOEXF-000014,T2,2025-03-31 15:30:00+03:00,2025-03-31 18:00:00+03:00,SHORT,IMOEXF,3001,3022.59310256,-1.00009262217,-1.00009262217,-1,9.26221692697e-05,0.879910608062,0.0926221692697,INITIAL_STOP,0 days 02:30:00
T2-M30-USDRUBF-000009,T2,2025-03-31 15:30:00+03:00,2025-03-31 21:00:00+03:00,LONG,USDRUBF,87.13,86.66,-0.768233991866,-0.768233991866,-0.764978763087,0.00325522877909,0.683598043609,0.553388892446,EMA50_TREND_LOSS,0 days 05:30:00
T2-M30-CNYRUBF-000011,T2,2025-03-31 19:30:00+03:00,2025-04-01 10:30:00+03:00,LONG,CNYRUBF,11.716,11.668105961,-1.04175885022,-1.04175885022,-1,0.0417588502244,0.939574130048,0.146155975785,INITIAL_STOP,0 days 15:00:00
T2-M30-IMOEXF-000015,T2,2025-04-02 19:00:00+03:00,2025-04-02 21:30:00+03:00,SHORT,IMOEXF,2930.5,2956.60142009,-1.00007662418,-1.00007662418,-1,7.66241833875e-05,0.938646246497,0.727929742181,INITIAL_STOP,0 days 02:30:00
