version,scenario,trade_count,PF,expectancy,net_R,max_DD,recovery_factor,win_rate,max_winning_streak,max_losing_streak
baseline,C1,398,1.76921819082,0.327726745964,130.435244894,-17.6351499586,7.39632184587,0.437185929648,6,10
candidate,C1,341,1.93094457407,0.376193476605,128.281975522,-15.012134415,8.54521895261,0.454545454545,6,14
