year,trade_count,PF,expectancy,net_R,max_DD,recovery_factor,win_rate,max_winning_streak,max_losing_streak
2023,131,2.23243216685,0.455063193545,59.6132783544,-6.00329714169,9.93008957369,0.480916030534,6,5
2024,210,1.76787245761,0.326993796038,68.6686971679,-12.7958976973,5.36646187648,0.438095238095,4,14
