iterations,seed,sample_trades,bootstrap_mean_R,p2_5,p5,p50,p95,p97_5,probability_mean_R_gt_0,interpretation
10000,3302025,341,0.376475964723,0.199642844103,0.227184356145,0.375313896234,0.534903638872,0.564370586402,1,DIAGNOSTIC_ONLY_IID_TRADE_BOOTSTRAP
