group,metric,trade_count,mean,median,p75,p90
ALL,MAE_R,341,0.558187232816,0.538762403984,0.935970403663,1
ALL,MFE_R,341,1.81300626618,1.09059862965,2.45341067703,4.19179970229
WINNERS,MAE_R,155,0.302122443043,0.224867499863,0.44968142306,0.69843676754
WINNERS,MFE_R,155,3.30305320638,2.62077953282,4.05448986598,5.93142330536
LOSERS,MAE_R,186,0.771574557627,0.870275171888,1,1
LOSERS,MFE_R,186,0.571300482682,0.448285693912,0.762075088931,1.14917199531
