symbol,trade_count,PF,expectancy,net_R,max_DD,recovery_factor,win_rate,max_winning_streak,max_losing_streak
USDRUBF,104,2.82876155534,0.596841887079,62.0715562562,-5.75390974067,10.7877181002,0.538461538462,4,7
CNYRUBF,99,1.58168344777,0.272441005258,26.9716595205,-8.69815219255,3.10084934402,0.40404040404,4,9
GLDRUBF,80,1.42415916024,0.195361667183,15.6289333746,-12.6273988699,1.23770014202,0.375,6,7
IMOEXF,58,2.14385036646,0.407065971914,23.609826371,-3.9767036699,5.93703437088,0.5,7,5
