version,candidate_id,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,average_holding_minutes,max_winning_streak,max_losing_streak,average_MAE_R,average_MFE_R
baseline,T2_candidate_v1,178,1.48755149674,0.222571280767,39.6176879764,-15.0847664713,2.62633750756,0.325842696629,1041.91011236,5,13,0.458312323728,1.67764321711
candidate,T2_M30_candidate_v1,178,1.48755149674,0.222571280767,39.6176879764,-15.0847664713,2.62633750756,0.325842696629,1041.91011236,5,13,0.458312323728,1.67764321711
