year,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,average_holding_minutes,max_winning_streak,max_losing_streak,average_MAE_R,average_MFE_R
2023,86,1.67106574374,0.277941316604,23.902953228,-7.03470567314,3.39786116699,0.360465116279,1272.20930233,5,13,0.419296678727,1.72166220662
2024,92,1.34432630199,0.170812334223,15.7147347485,-10.2173492222,1.53804420371,0.29347826087,826.630434783,3,11,0.494783470143,1.63649503127
