iterations,seed,sample_trades,bootstrap_mean_R,p2.5,p5,p50,p95,p97.5,probability_mean_R_gt_0,interpretation
10000,3302025,178,0.219776906723,-0.0435894822509,-0.00729654110302,0.211559973842,0.471807320806,0.523256742241,0.9441,DIAGNOSTIC_ONLY_IID_TRADE_BOOTSTRAP
