scope,metric,count,mean,median,p75,p90
ALL,MAE_R,178,0.458312323728,0.481299601915,0.667800273407,0.848532664013
ALL,MFE_R,178,1.67764321711,1.00894334263,1.97190776748,3.89746140311
WINNERS,MAE_R,58,0.339897801557,0.340254469064,0.531459944824,0.651891459081
WINNERS,MFE_R,58,3.84735714383,3.09359539801,4.36655747403,6.64146116727
LOSERS,MAE_R,120,0.515546009444,0.530504978242,0.753262764012,0.91133401489
LOSERS,MFE_R,120,0.628948152534,0.541699037473,1.02573883143,1.33572514278
