trade_id,strategy,symbol,direction,entry_time,entry_price,initial_stop,initial_risk,exit_time,exit_price,exit_reason,bars_held,gross_profit,gross_R,MAE_points,MFE_points,MAE_R,MFE_R,profit_points,profit_R,quantity,costs,net_profit,tick_size,initial_risk_ticks,cost_R,strategy_id,initial_risk_points,instrument,timeframe_pair,net_R
T3-Si-000028,T3,Si,LONG,2023-10-09 15:00:00+03:00,102.01,101.198158841,0.811841158515,2023-10-09 17:00:00+03:00,101.198158841,ATR_TRAILING_STOP,2,-1065.99377481,-1,0.811841158515,0.24,1,0.295624331783,-0.811841158515,-1,1313.05707235,0,-1065.99377481,0.001,811.841158515,0,T3_MTF_Trend_v1.0,0.811841158515,USDRUBF,H4_H1,-1.0024635361
T3-CNY-000021,T3,CNY,SHORT,2023-10-31 10:00:00+03:00,12.553,12.6553354836,0.102335483606,2023-10-31 16:00:00+03:00,12.6423232669,ATR_TRAILING_STOP,6,-922.166034894,-0.872847459592,0.089323266892,0.059,0.872847459592,0.576535116861,-0.089323266892,-0.872847459592,10323.9174627,0,-922.166034894,0.001,102.335483606,0,T3_MTF_Trend_v1.0,0.102335483606,CNYRUBF,H4_H1,-0.892391022876
T3-Si-000029,T3,Si,SHORT,2023-11-16 12:00:00+03:00,88.94,89.4831859565,0.543185956507,2023-11-16 20:00:00+03:00,89.4831859565,ATR_TRAILING_STOP,8,-1055.33383707,-1,0.543185956507,0.1,1,0.18409901582,-0.543185956507,-1,1942.85920765,0,-1055.33383707,0.001,543.185956507,0,T3_MTF_Trend_v1.0,0.543185956507,USDRUBF,H4_H1,-1.00368198032
T3-Si-000030,T3,Si,SHORT,2023-11-20 11:00:00+03:00,88.73,89.3891330163,0.659133016299,2023-11-22 12:00:00+03:00,88.3928411118,ATR_TRAILING_STOP,31,534.424801506,0.511518737355,0.06,0.98,0.0910286672286,1.48680156473,0.337158888246,0.511518737355,1585.08293904,0,534.424801506,0.001,659.133016299,0,T3_MTF_Trend_v1.0,0.659133016299,USDRUBF,H4_H1,0.508484448447
T3-CNY-000022,T3,CNY,LONG,2023-12-05 10:00:00+03:00,12.788,12.7236948088,0.0643051911771,2023-12-06 14:00:00+03:00,12.9342978343,ATR_TRAILING_STOP,19,2382.62264302,2.27505480769,0.022,0.25,0.342118569237,3.88771101406,0.146297834346,2.27505480769,16286.1101373,0,2382.62264302,0.001,64.3051911771,0,T3_MTF_Trend_v1.0,0.0643051911771,CNYRUBF,H4_H1,2.24395311957
T3-Si-000031,T3,Si,LONG,2023-12-06 00:00:00+03:00,92.69,92.2639533285,0.426046671548,2023-12-06 14:00:00+03:00,92.6369380342,ATR_TRAILING_STOP,5,-130.787744966,-0.124544960373,0.0530619658251,0.7,0.124544960373,1.64301248372,-0.0530619658251,-0.124544960373,2464.81152615,0,-130.787744966,0.001,426.046671548,0,T3_MTF_Trend_v1.0,0.426046671548,USDRUBF,H4_H1,-0.129239281755
T3-Si-000032,T3,Si,SHORT,2023-12-12 12:00:00+03:00,90.4,90.9769151121,0.576915112091,2023-12-14 14:00:00+03:00,90.052579851,ATR_TRAILING_STOP,32,631.60091547,0.602203238698,0.12,1.03,0.208002871627,1.78535798147,0.347420148955,0.602203238698,1817.97433848,0,631.60091547,0.001,576.915112091,0,T3_MTF_Trend_v1.0,0.576915112091,USDRUBF,H4_H1,0.598736524171
T3-CNY-000023,T3,CNY,SHORT,2024-01-11 10:00:00+03:00,12.382,12.4490730485,0.067073048533,2024-01-16 18:00:00+03:00,12.1878717471,ATR_TRAILING_STOP,53,3100.08657435,2.89428104409,0.013,0.279,0.193818534931,4.15964394197,0.194128252938,2.89428104409,15969.2704562,0,3100.08657435,0.001,67.073048533,0,T3_MTF_Trend_v1.0,0.067073048533,CNYRUBF,H4_H1,2.86446280794
T3-Si-000033,T3,Si,SHORT,2024-01-11 10:00:00+03:00,88.95,89.4693068507,0.519306850686,2024-01-16 18:00:00+03:00,88.1392140339,ATR_TRAILING_STOP,53,1647.36307467,1.5612849418,0.13,1.43,0.250333689664,2.7536705863,0.810785966148,1.5612849418,2031.8100503,0,1647.36307467,0.001,519.306850686,0,T3_MTF_Trend_v1.0,0.519306850686,USDRUBF,H4_H1,1.55743365426
T3-Si-000034,T3,Si,SHORT,2024-01-22 11:00:00+03:00,88.09,88.4629778691,0.372977869141,2024-01-22 23:00:00+03:00,88.3160384755,ATR_TRAILING_STOP,12,-649.433442945,-0.606037232316,0.22603847553,0.26,0.606037232316,0.697092298261,-0.22603847553,-0.606037232316,2873.1101704,0,-649.433442945,0.001,372.977869141,0,T3_MTF_Trend_v1.0,0.372977869141,USDRUBF,H4_H1,-0.611399480764
T3-Si-000035,T3,Si,LONG,2024-03-01 18:00:00+03:00,91.76,91.3593932774,0.400606722567,2024-03-04 11:00:00+03:00,91.468271321,ATR_TRAILING_STOP,8,-775.632934348,-0.728217133131,0.291728679021,0.19,0.728217133131,0.47428060813,-0.291728679021,-0.728217133131,2658.74763137,0,-775.632934348,0.001,400.606722567,0,T3_MTF_Trend_v1.0,0.400606722567,USDRUBF,H4_H1,-0.733209560585
T3-CNY-000024,T3,CNY,LONG,2024-03-01 19:00:00+03:00,12.67,12.6202406178,0.0497593822265,2024-03-04 20:00:00+03:00,12.6264337585,ATR_TRAILING_STOP,16,-964.938143067,-0.875538231701,0.0435662415251,0.018,0.875538231701,0.36174082544,-0.0435662415251,-0.875538231701,22148.7580587,0,-964.938143067,0.001,49.7593822265,0,T3_MTF_Trend_v1.0,0.0497593822265,CNYRUBF,H4_H1,-0.915731656749
T3-Si-000036,T3,Si,LONG,2024-03-20 13:00:00+03:00,92.89,92.5047862742,0.385213725803,2024-03-20 17:00:00+03:00,92.5047862742,ATR_TRAILING_STOP,4,-1057.35584539,-1,0.385213725803,0.04,1,0.103838459849,-0.385213725803,-1,2744.85506244,0,-1057.35584539,0.001,385.213725803,0,T3_MTF_Trend_v1.0,0.385213725803,USDRUBF,H4_H1,-1.00519192299
