year,total_trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,average_holding_hours,losing_streak,average_MAE_R,average_MFE_R
2023,54,1.50997638853,0.228048820269,12.3146362945,-7.01730925174,1.75489434094,0.351851851852,31.537037037,8,0.521540532101,1.94321223419
2024,47,2.4569728702,0.622198010326,29.2433064853,-10.1016203097,2.89491245847,0.446808510638,37.1276595745,8,0.532264873652,2.08983354858
