top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,PF_R_C1_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,PF_R_C1_without_top3,expectancy_C1_without_top3,net_R_without_top5,PF_R_C1_without_top5,expectancy_C1_without_top5,top_5_trade_removal_net_R,top_5_trade_removal_PF
0.162800277673,0.333120393175,0.439808514821,0.635832658118,27.5934748552,1.62402217429,0.275934748552,12.9839801795,1.29363070744,0.132489593668,3.83262691415,1.08667426603,0.0399231970224,3.83262691415,1.08667426603
