year,month,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
2023,7,0,,,0,0,,
2023,8,0,,,0,0,,
2023,9,1,0,-0.544748624184,-0.544748624184,-0.544748624184,-1,0
2023,10,0,,,0,0,,
2023,11,1,,0.067510881068,0.067510881068,0,,1
2023,12,4,0.998152958789,-0.00080020197283,-0.00320080789132,-1.73293799401,-0.00184704121116,0.25
2024,1,2,0,-0.365507021173,-0.731014042346,-0.731014042346,-1,0
2024,2,4,0.17075245951,-0.414683335541,-1.65873334216,-2.00028732215,-0.82924754049,0.5
2024,3,5,4.63380172263,0.761312096745,3.80656048372,-0.56409532892,6.7480801357,0.4
2024,4,4,,1.34478916424,5.37915665697,0,,1
2024,5,1,0,-0.021662432568,-0.021662432568,-0.021662432568,-1,0
2024,6,4,0.0647429571574,-0.359761144769,-1.43904457908,-1.44599828855,-0.995191066597,0.25
2024,7,0,,,0,0,,
2024,8,5,0.952725054762,-0.0258058456575,-0.129029228287,-1.89635241335,-0.0680407435766,0.4
2024,9,2,0.165532356239,-0.417260494287,-0.834520988573,-1.00006392676,-0.834467643761,0.5
2024,10,3,4.80641209914,1.05938703949,3.17816111847,-0.834949300205,3.80641209914,0.666666666667
2024,11,4,7.99132480431,1.60447195455,6.41788781819,-0.917978780536,6.99132480431,0.75
2024,12,1,,0.449264012826,0.449264012826,0,,1
