year,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
2023,6,0.789067316298,-0.0800730918346,-0.480438551007,-1.73293799401,-0.277239319969,0.333333333333
2024,35,2.33225802262,0.411915013633,14.4170254772,-3.25920652871,4.4234771102,0.514285714286
