symbol,trades,PF_C1,expectancy_C1,net_R_C1,max_DD_C1,recovery_factor,win_rate,max_winning_streak,max_losing_streak
Si,6,2.76154180431,0.990171678898,5.94103007339,-1.82089478779,3.26269815983,0.333333333333,1,2
CNY,8,1.84952346999,0.394208803466,3.15367042773,-3.71228169573,0.849523469988,0.25,1,6
