omitted_fold,trades,PF_C1,expectancy_C1,net_R_C1,max_DD_C1,recovery_factor,win_rate,max_winning_streak,max_losing_streak
WF01,14,2.28367154267,0.649621464365,9.09470050111,-5.53317648352,1.64366716446,0.285714285714,2,5
WF02,8,3.87318247014,1.4181349491,11.3450795928,-2.94777404158,3.84869377122,0.25,2,5
WF03,12,2.62582790344,0.834824519436,10.0178942332,-4.60998275141,2.17308714011,0.333333333333,2,4
WF04,8,0.218234634617,-0.396696602975,-3.1735728238,-3.50859617406,-0.904513562223,0.25,1,4
