year,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
2023,34,2.11231535129,0.421874567673,14.3437353009,-5.01521503321,2.86004392751,0.5,33.3823529412,0.494646488644,2.18396511016
2024,28,2.0813695127,0.47542837138,13.3119943986,-4.33122339374,3.07349522028,0.428571428571,48.2142857143,0.570053987827,1.86124455186
