instrument,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
USDRUBF,62,2.0972015897,0.446060156444,27.6557296995,-8.01075907831,3.45232323543,0.467741935484,40.0806451613,0.528701488275,2.03822034189
