direction,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
LONG,36,1.61390868612,0.290999359109,10.4759769279,-5.10969770313,2.05021461867,0.361111111111,38.4722222222,0.622710112949,1.80786946998
SHORT,16,3.58273571957,1.08836795252,17.4138872404,-2.94342256674,5.91620361859,0.5,36.125,0.48003710659,2.76096468984
