year,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
2023,27,1.31278833582,0.172838359826,4.66663571532,-4.72922537267,0.986765346876,0.296296296296,32.8148148148,0.61362479932,1.69302563176
2024,25,3.61306842799,0.928929138119,23.223228453,-3.79088774602,6.12606597949,0.52,43.08,0.541211527599,2.54188175597
