trade_id,strategy,symbol,direction,entry_time,entry_price,initial_stop,initial_risk,exit_time,exit_price,exit_reason,bars_held,gross_profit,gross_R,MAE_points,MFE_points,MAE_R,MFE_R,profit_points,profit_R,quantity,costs,net_profit,tick_size,initial_risk_ticks,cost_R,strategy_id,initial_risk_points,year
T3-Si-H1-000001,T3_MTF_Trend_v1.0,Si,LONG,2023-02-08 16:00:00+03:00,72.2,71.7764015643,0.423598435716,2023-02-10 12:00:00+03:00,72.6299856493,ATR_TRAILING_STOP,26,1015.07846366,1.01507846366,0.27,1,0.637396121503,2.36072637594,0.429985649334,1.01507846366,2360.72637594,0,1015.07846366,0.001,423.598435716,0,T3_MTF_Trend_v1.0,0.423598435716,2023
T3-Si-H1-000002,T3_MTF_Trend_v1.0,Si,LONG,2023-02-10 18:00:00+03:00,73.28,72.8595769541,0.420423045853,2023-02-14 17:00:00+03:00,73.414778142,ATR_TRAILING_STOP,29,323.831548262,0.320577435752,0.18,0.67,0.428140183502,1.59363290526,0.134778141971,0.320577435752,2402.70079055,0,323.831548262,0.001,420.423045853,0,T3_MTF_Trend_v1.0,0.420423045853,2023
T3-Si-H1-000003,T3_MTF_Trend_v1.0,Si,LONG,2023-02-15 12:00:00+03:00,74.03,73.5884546515,0.441545348471,2023-02-17 11:00:00+03:00,74.6643827345,ATR_TRAILING_STOP,29,1455.96947336,1.43673291255,0.01,1.11,0.0226477303739,2.5138980715,0.634382734531,1.43673291255,2295.09631033,0,1455.96947336,0.001,441.545348471,0,T3_MTF_Trend_v1.0,0.441545348471,2023
T3-Si-H1-000004,T3_MTF_Trend_v1.0,Si,LONG,2023-02-20 23:00:00+03:00,74.79,74.3314168332,0.45858316675,2023-02-21 13:00:00+03:00,74.3314168332,ATR_TRAILING_STOP,5,-1027.94879485,-1,0.45858316675,0.19,1,0.414319612616,-0.45858316675,-1,2241.57550775,0,-1027.94879485,0.001,458.58316675,0,T3_MTF_Trend_v1.0,0.45858316675,2023
T3-Si-H1-000005,T3_MTF_Trend_v1.0,Si,LONG,2023-02-22 18:00:00+03:00,75.09,74.5862207038,0.503779296162,2023-02-24 11:00:00+03:00,74.8098209289,ATR_TRAILING_STOP,8,-565.981260619,-0.556154397877,0.28017907112,0.4,0.556154397877,0.793998489114,-0.28017907112,-0.556154397877,2020.06973025,0,-565.981260619,0.001,503.779296162,0,T3_MTF_Trend_v1.0,0.503779296162,2023
T3-Si-H1-000006,T3_MTF_Trend_v1.0,Si,LONG,2023-02-24 14:00:00+03:00,75.9,75.3233162493,0.576683750699,2023-02-27 10:00:00+03:00,75.5520129743,ATR_TRAILING_STOP,11,-610.674695577,-0.603427832464,0.347987025701,0.48,0.603427832464,0.83234528356,-0.347987025701,-0.603427832464,1754.87776979,0,-610.674695577,0.001,576.683750699,0,T3_MTF_Trend_v1.0,0.576683750699,2023
T3-Si-H1-000007,T3_MTF_Trend_v1.0,Si,LONG,2023-03-20 11:00:00+03:00,77.64,77.1972091822,0.442790817845,2023-03-20 14:00:00+03:00,77.1972091822,ATR_TRAILING_STOP,3,-1005.90274734,-1,0.442790817845,0.06,1,0.135504164906,-0.442790817845,-1,2271.73352925,0,-1005.90274734,0.001,442.790817845,0,T3_MTF_Trend_v1.0,0.442790817845,2023
T3-Si-H1-000008,T3_MTF_Trend_v1.0,Si,LONG,2023-04-03 18:00:00+03:00,78.73,78.2748348174,0.455165182605,2023-04-04 16:00:00+03:00,79.0769653179,ATR_TRAILING_STOP,13,759.116132029,0.762284399533,0.08,1.07,0.17576036801,2.35079492213,0.34696531791,0.762284399533,2187.87323356,0,759.116132029,0.001,455.165182605,0,T3_MTF_Trend_v1.0,0.455165182605,2023
T3-Si-H1-000009,T3_MTF_Trend_v1.0,Si,LONG,2023-04-05 18:00:00+03:00,79.91,79.4760922473,0.433907752717,2023-04-07 14:00:00+03:00,82.178880431,ATR_TRAILING_STOP,26,5246.90732408,5.22894651406,0.13,3.27,0.299602851495,7.53616403376,2.268880431,5.22894651406,2312.55347457,0,5246.90732408,0.001,433.907752717,0,T3_MTF_Trend_v1.0,0.433907752717,2023
T3-Si-H1-000010,T3_MTF_Trend_v1.0,Si,LONG,2023-04-11 12:00:00+03:00,82.34,81.7099463042,0.630053695821,2023-04-12 12:00:00+03:00,81.9710889274,ATR_TRAILING_STOP,15,-618.256289904,-0.585523226152,0.42,0.28,0.666609850535,0.444406567023,-0.368911072626,-0.585523226152,1675.89518391,0,-618.256289904,0.001,630.053695821,0,T3_MTF_Trend_v1.0,0.630053695821,2023
T3-Si-H1-000011,T3_MTF_Trend_v1.0,Si,SHORT,2023-05-03 11:00:00+03:00,79.36,79.8891343929,0.529134392949,2023-05-05 16:00:00+03:00,77.3090307325,ATR_TRAILING_STOP,35,4068.8081179,3.87608383589,0.02,3.05,0.0377975808538,5.7641310802,2.05096926752,3.87608383589,1983.84645852,0,4068.8081179,0.001,529.134392949,0,T3_MTF_Trend_v1.0,0.529134392949,2023
