instrument,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
CNYRUBF,52,2.17150788186,0.536343541698,27.8898641683,-5.18865746193,5.37516002414,0.403846153846,37.75,0.578810726377,2.10112953763
