direction,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
LONG,43,2.18500865451,0.443166858517,19.0561749162,-6.56865206435,2.90107844494,0.511627906977,41.0697674419,0.520135749824,2.12699571431
SHORT,19,1.94245278506,0.45260814649,8.59955478332,-4.01336252539,2.14273062274,0.368421052632,37.8421052632,0.548087106873,1.83730765695
