instrument,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
USDRUBF,99,1.46660362726,0.220014415113,21.7814270962,-8.17554240967,2.66421798148,0.262626262626,15.2777777778,0.467524558895,1.65525573378
