instrument,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
CNYRUBF,79,1.51583168381,0.22577545418,17.8362608802,-8.71467424078,2.04669278363,0.405063291139,19.9810126582,0.446767877126,1.70569841774
