direction,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
LONG,62,1.35891925967,0.165648183308,10.2701873651,-10.8599945351,0.94568992018,0.274193548387,14.8225806452,0.450662479536,1.63736980702
SHORT,37,1.63715609557,0.311114587327,11.5112397311,-5.35541835026,2.149456677,0.243243243243,16.0405405405,0.49577993512,1.68522674618
