year,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
2023,46,1.1827796004,0.0813125784837,3.74037861025,-5.29753964037,0.706059579384,0.282608695652,14.5,0.433437973079,1.45011133785
2024,53,1.68814525676,0.340397141244,18.0410484859,-8.17554240967,2.20670966915,0.245283018868,15.9528301887,0.497109142811,1.83330558685
