direction,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
LONG,47,2.18058964387,0.411423436521,19.3369015165,-3.85207798936,5.01986241449,0.489361702128,23.7872340426,0.37620779384,1.86609682728
SHORT,32,0.917541128438,-0.0468950198831,-1.50064063626,-6.48283025844,-0.231479242311,0.28125,14.390625,0.550402999453,1.47011325374
