trade_id,strategy,symbol,direction,entry_time,entry_price,initial_stop,initial_risk,exit_time,exit_price,exit_reason,bars_held,gross_profit,gross_R,MAE_points,MFE_points,MAE_R,MFE_R,profit_points,profit_R,quantity,costs,net_profit,tick_size,initial_risk_ticks,cost_R,strategy_id,initial_risk_points,instrument,timeframe,net_R,year
T3-M30-Si-000012,T3,Si,LONG,2023-04-06 18:30:00+03:00,81.24,80.8613320572,0.378667942793,2023-04-07 10:00:00+03:00,82.0375375977,ATR_TRAILING_STOP,13,2465.16527329,2.10616613541,0.09,1.42,0.23767525536,3.74998736235,0.797537597676,2.10616613541,3090.97060813,0,2465.16527329,0.001,378.667942793,0,T3_MTF_Trend_v1.0,0.378667942793,USDRUBF,M30,2.10088446307,2023
T3-M30-CNY-000010,T3,CNY,LONG,2023-04-06 19:30:00+03:00,11.83,11.7626977129,0.0673022870719,2023-04-07 14:00:00+03:00,12.0111631842,ATR_TRAILING_STOP,19,2792.88574526,2.691783475,0.01,0.31,0.14858336076,4.60608418357,0.18116318417,2.691783475,15416.409013,0,2792.88574526,0.001,67.3022870719,0,T3_MTF_Trend_v1.0,0.0673022870719,CNYRUBF,M30,2.66206680285,2023
T3-M30-Si-000013,T3,Si,LONG,2023-04-07 13:00:00+03:00,83.13,82.6383920138,0.491607986165,2023-04-07 14:00:00+03:00,82.6383920138,ATR_TRAILING_STOP,2,-1195.10313415,-1,0.491607986165,0.29,1,0.58990091325,-0.491607986165,-1,2431.00838021,0,-1195.10313415,0.001,491.607986165,0,T3_MTF_Trend_v1.0,0.491607986165,USDRUBF,M30,-1.00406828216,2023
T3-M30-CNY-000011,T3,CNY,LONG,2023-04-10 11:30:00+03:00,11.9,11.8168732781,0.0831267219495,2023-04-10 16:30:00+03:00,11.8228864046,ATR_TRAILING_STOP,10,-988.414347428,-0.927663133674,0.0771135953757,0.02,0.927663133674,0.240596519759,-0.0771135953757,-0.927663133674,12817.640555,0,-988.414347428,0.001,83.1267219495,0,T3_MTF_Trend_v1.0,0.0831267219495,CNYRUBF,M30,-0.95172278565,2023
T3-M30-Si-000014,T3,Si,LONG,2023-04-10 11:30:00+03:00,81.79,81.2421333087,0.54786669128,2023-04-10 19:30:00+03:00,81.3514720914,ATR_TRAILING_STOP,16,-947.028219501,-0.800428125222,0.438527908573,0.23,0.800428125222,0.419810153931,-0.438527908573,-0.800428125222,2159.56202784,0,-947.028219501,0.001,547.86669128,0,T3_MTF_Trend_v1.0,0.54786669128,USDRUBF,M30,-0.8040786483,2023
T3-M30-Si-000015,T3,Si,LONG,2023-04-11 12:30:00+03:00,82.48,82.0970135422,0.382986457818,2023-04-11 13:30:00+03:00,82.0970135422,ATR_TRAILING_STOP,2,-1173.68182061,-1,0.382986457818,0.07,1,0.182774086579,-0.382986457818,-1,3064.55175281,0,-1173.68182061,0.001,382.986457818,0,T3_MTF_Trend_v1.0,0.382986457818,USDRUBF,M30,-1.00522211676,2023
T3-M30-CNY-000012,T3,CNY,SHORT,2023-05-02 12:30:00+03:00,11.45,11.5207419145,0.070741914485,2023-05-02 18:30:00+03:00,11.5207419145,ATR_TRAILING_STOP,12,-1055.60429899,-1,0.070741914485,0,1,0,-0.070741914485,-1,14921.9074247,0,-1055.60429899,0.001,70.741914485,0,T3_MTF_Trend_v1.0,0.070741914485,CNYRUBF,M30,-1.02827178222,2023
T3-M30-CNY-000013,T3,CNY,SHORT,2023-05-03 11:30:00+03:00,11.42,11.4819578765,0.0619578765188,2023-05-03 17:30:00+03:00,11.4819578765,ATR_TRAILING_STOP,12,-1045.048256,-1,0.0619578765188,0.01,1,0.1613999795,-0.0619578765188,-1,16867.0767095,0,-1045.048256,0.001,61.9578765188,0,T3_MTF_Trend_v1.0,0.0619578765188,CNYRUBF,M30,-1.0322799959,2023
T3-M30-Si-000016,T3,Si,SHORT,2023-05-04 16:30:00+03:00,77.89,78.2978661202,0.407866120162,2023-05-04 21:30:00+03:00,78.2143479355,ATR_TRAILING_STOP,10,-924.015121864,-0.795231374938,0.324347935527,0.21,0.795231374938,0.514874831763,-0.324347935527,-0.795231374938,2848.83922681,0,-924.015121864,0.001,407.866120162,0,T3_MTF_Trend_v1.0,0.407866120162,USDRUBF,M30,-0.800134944764,2023
T3-M30-CNY-000014,T3,CNY,SHORT,2023-05-04 13:00:00+03:00,11.31,11.3697528878,0.0597528878199,2023-05-04 23:30:00+03:00,11.3116606031,ATR_TRAILING_STOP,21,-28.7526897009,-0.0277911768603,0.03,0.09,0.502067784413,1.50620335324,-0.00166060307332,-0.0277911768603,17314.6070623,0,-28.7526897009,0.001,59.7528878199,0,T3_MTF_Trend_v1.0,0.0597528878199,CNYRUBF,M30,-0.0612623624878,2023
T3-M30-Si-000017,T3,Si,SHORT,2023-05-05 10:00:00+03:00,77.12,77.5525154056,0.43251540559,2023-05-05 13:30:00+03:00,77.0826125911,ATR_TRAILING_STOP,7,99.6418788562,0.0864417970947,0.23,0.81,0.531772965835,1.87276566229,0.0373874089303,0.0864417970947,2665.1185976,0,99.6418788562,0.001,432.51540559,0,T3_MTF_Trend_v1.0,0.43251540559,USDRUBF,M30,0.0818176843483,2023
T3-M30-CNY-000015,T3,CNY,SHORT,2023-05-05 10:00:00+03:00,11.16,11.2380349474,0.0780349474022,2023-05-05 15:30:00+03:00,11.1781788092,ATR_TRAILING_STOP,11,-240.950103793,-0.232957282014,0.02,0.1,0.256295424881,1.2814771244,-0.0181788092489,-0.232957282014,13254.4492048,0,-240.950103793,0.001,78.0349474022,0,T3_MTF_Trend_v1.0,0.0780349474022,CNYRUBF,M30,-0.258586824502,2023
T3-M30-Si-000018,T3,Si,SHORT,2023-05-10 11:00:00+03:00,77.18,77.5687498635,0.388749863493,2023-05-11 10:00:00+03:00,76.3810235222,ATR_TRAILING_STOP,28,2371.13955195,2.05524568071,0.03,1.32,0.0771704451044,3.39549958459,0.798976477821,2.05524568071,2967.72135071,0,2371.13955195,0.001,388.749863493,0,T3_MTF_Trend_v1.0,0.388749863493,USDRUBF,M30,2.05010098437,2023
T3-M30-CNY-000016,T3,CNY,SHORT,2023-05-10 11:00:00+03:00,11.14,11.2051020712,0.0651020711918,2023-05-11 13:30:00+03:00,10.9258457014,ATR_TRAILING_STOP,35,3394.45391409,3.28951590439,0,0.32,0,4.91535820814,0.214154298595,3.28951590439,15850.5056231,0,3394.45391409,0.001,65.1020711918,0,T3_MTF_Trend_v1.0,0.0651020711918,CNYRUBF,M30,3.25879491559,2023
T3-M30-Si-000019,T3,Si,LONG,2023-05-15 13:30:00+03:00,79.4,78.8560529741,0.543947025912,2023-05-17 10:00:00+03:00,80.4353427911,ATR_TRAILING_STOP,53,2241.07432765,1.90338900993,0.32,1.46,0.588292581366,2.68408490248,1.0353427911,1.90338900993,2164.57230099,0,2241.07432765,0.001,543.947025912,0,T3_MTF_Trend_v1.0,0.543947025912,USDRUBF,M30,1.89971218129,2023
T3-M30-CNY-000017,T3,CNY,LONG,2023-05-30 09:30:00+03:00,11.45,11.4102965462,0.0397034538417,2023-05-30 10:30:00+03:00,11.4102965462,ATR_TRAILING_STOP,2,-1065.84528464,-1,0.0397034538417,0,1,0,-0.0397034538417,-1,26845.1527894,0,-1065.84528464,0.001,39.7034538417,0,T3_MTF_Trend_v1.0,0.0397034538417,CNYRUBF,M30,-1.05037345134,2023
T3-M30-CNY-000018,T3,CNY,LONG,2023-06-13 09:30:00+03:00,11.62,11.578666397,0.0413336030354,2023-06-13 14:00:00+03:00,11.6649523197,ATR_TRAILING_STOP,9,1147.56741004,1.08754902493,0.04,0.13,0.967735620961,3.14514076812,0.0449523196781,1.08754902493,25528.5470975,0,1147.56741004,0.001,41.3336030354,0,T3_MTF_Trend_v1.0,0.0413336030354,CNYRUBF,M30,1.03916224388,2023
T3-M30-Si-000020,T3,Si,LONG,2023-06-13 11:00:00+03:00,83.59,83.2291271718,0.36087282824,2023-06-13 14:00:00+03:00,83.5921587444,ATR_TRAILING_STOP,6,7.17735395787,0.00598200860677,0,0.59,0,1.63492497586,0.00215874436448,0.00598200860677,3324.78179258,0,7.17735395787,0.001,360.87282824,0,T3_MTF_Trend_v1.0,0.36087282824,USDRUBF,M30,0.000439890044516,2023
T3-M30-CNY-000019,T3,CNY,LONG,2023-06-13 19:30:00+03:00,11.76,11.699291201,0.0607087989963,2023-06-14 12:00:00+03:00,11.784002949,ATR_TRAILING_STOP,15,421.735335811,0.395378419584,0.01,0.11,0.164720768082,1.8119284489,0.024002949002,0.395378419584,17570.1467256,0,421.735335811,0.001,60.7087989963,0,T3_MTF_Trend_v1.0,0.0607087989963,CNYRUBF,M30,0.362434265967,2023
T3-M30-Si-000021,T3,Si,LONG,2023-06-13 18:30:00+03:00,84.26,83.8746518627,0.385348137349,2023-06-14 12:30:00+03:00,84.4563773203,ATR_TRAILING_STOP,18,611.478758214,0.50961014531,0.05,0.74,0.12975280053,1.92034144784,0.196377320269,0.50961014531,3113.79520494,0,611.478758214,0.001,385.348137349,0,T3_MTF_Trend_v1.0,0.385348137349,USDRUBF,M30,0.504420033289,2023
T3-M30-CNY-000020,T3,CNY,LONG,2023-06-15 09:30:00+03:00,11.79,11.7359732342,0.0540267658124,2023-06-15 12:30:00+03:00,11.7366127024,ATR_TRAILING_STOP,6,-1058.20477809,-0.988163862589,0.0533872975884,0.03,0.988163862589,0.555280323537,-0.0533872975884,-0.988163862589,19821.2838239,0,-1058.20477809,0.001,54.0267658124,0,T3_MTF_Trend_v1.0,0.0540267658124,CNYRUBF,M30,-1.02518255083,2023
T3-M30-Si-000022,T3,Si,LONG,2023-06-16 09:30:00+03:00,83.76,83.3717901136,0.388209886385,2023-06-16 14:00:00+03:00,83.3973886803,ATR_TRAILING_STOP,9,-1126.48565139,-0.934059982518,0.36261131969,0.2,0.934059982518,0.515185231016,-0.36261131969,-0.934059982518,3106.59262473,0,-1126.48565139,0.001,388.209886385,0,T3_MTF_Trend_v1.0,0.388209886385,USDRUBF,M30,-0.939211834828,2023
T3-M30-Si-000023,T3,Si,LONG,2023-06-26 22:00:00+03:00,85.34,84.8905722642,0.449427735823,2023-06-26 22:30:00+03:00,84.8905722642,ATR_TRAILING_STOP,1,-1194.74511338,-1,0.449427735823,0,1,0,-0.449427735823,-1,2658.36978483,0,-1194.74511338,0.001,449.427735823,0,T3_MTF_Trend_v1.0,0.449427735823,USDRUBF,M30,-1.00445010363,2023
T3-M30-CNY-000021,T3,CNY,LONG,2023-06-30 19:00:00+03:00,12.35,12.2489314902,0.101068509844,2023-07-03 09:30:00+03:00,12.2494589815,ATR_TRAILING_STOP,11,-1054.76396254,-0.994780854137,0.100541018549,0.01,0.994780854137,0.098942786585,-0.100541018549,-0.994780854137,10490.8820077,0,-1054.76396254,0.001,101.068509844,0,T3_MTF_Trend_v1.0,0.101068509844,CNYRUBF,M30,-1.01456941145,2023
T3-M30-CNY-000022,T3,CNY,LONG,2023-07-04 11:00:00+03:00,12.33,12.2564160678,0.0735839322296,2023-07-04 17:30:00+03:00,12.3460993799,ATR_TRAILING_STOP,13,229.674146983,0.218789339732,0,0.14,0,1.9025892713,0.0160993799474,0.218789339732,14266.0243893,0,229.674146983,0.001,73.5839322296,0,T3_MTF_Trend_v1.0,0.0735839322296,CNYRUBF,M30,0.191609492999,2023
T3-M30-CNY-000023,T3,CNY,LONG,2023-07-05 19:30:00+03:00,12.57,12.4713277264,0.0986722736174,2023-07-06 12:30:00+03:00,12.7594857638,ATR_TRAILING_STOP,16,2020.30322809,1.9203546938,0.01,0.36,0.101345592165,3.64844131793,0.189485763789,1.9203546938,10662.0317416,0,2020.30322809,0.001,98.6722736174,0,T3_MTF_Trend_v1.0,0.0986722736174,CNYRUBF,M30,1.90008557536,2023
T3-M30-Si-000024,T3,Si,LONG,2023-07-06 10:30:00+03:00,93.02,92.3122858759,0.707714124141,2023-07-06 12:30:00+03:00,92.4806838985,ATR_TRAILING_STOP,4,-901.355225626,-0.762053607644,0.539316101482,0.65,0.762053607644,0.918449947271,-0.539316101482,-0.762053607644,1671.2930008,0,-901.355225626,0.001,707.714124141,0,T3_MTF_Trend_v1.0,0.707714124141,USDRUBF,M30,-0.764879607481,2023
T3-M30-CNY-000024,T3,CNY,LONG,2023-07-28 17:30:00+03:00,12.8,12.7412794284,0.0587205716426,2023-07-31 11:00:00+03:00,12.8435535207,ATR_TRAILING_STOP,17,795.296416495,0.741708050215,0.03,0.15,0.510894208976,2.55447104488,0.0435535207006,0.741708050215,18260.2095927,0,795.296416495,0.001,58.7205716426,0,T3_MTF_Trend_v1.0,0.0587205716426,CNYRUBF,M30,0.707648436283,2023
T3-M30-CNY-000025,T3,CNY,LONG,2023-08-01 17:00:00+03:00,12.85,12.7962901977,0.0537098023497,2023-08-02 09:30:00+03:00,12.8349496144,ATR_TRAILING_STOP,15,-302.690935378,-0.280216737653,0.02,0.04,0.372371506225,0.74474301245,-0.0150503855944,-0.280216737653,20111.8392269,0,-302.690935378,0.001,53.7098023497,0,T3_MTF_Trend_v1.0,0.0537098023497,CNYRUBF,M30,-0.317453888276,2023
T3-M30-Si-000025,T3,Si,LONG,2023-08-01 12:00:00+03:00,91.8,91.4826100694,0.317389930585,2023-08-02 09:30:00+03:00,92.19,ATR_TRAILING_STOP,25,1442.31356695,1.22877244177,0.13,0.84,0.409590813925,2.64658679767,0.39,1.22877244177,3698.23991524,0,1442.31356695,0.001,317.389930585,0,T3_MTF_Trend_v1.0,0.317389930585,USDRUBF,M30,1.22247104464,2023
T3-M30-CNY-000026,T3,CNY,LONG,2023-08-02 12:00:00+03:00,12.92,12.8618529972,0.0581470028291,2023-08-02 15:00:00+03:00,12.9269805596,ATR_TRAILING_STOP,6,129.315199829,0.120050205147,0,0.11,0,1.89175700635,0.00698055961831,0.120050205147,18525.0476895,0,129.315199829,0.001,58.1470028291,0,T3_MTF_Trend_v1.0,0.0581470028291,CNYRUBF,M30,0.0856546232134,2023
T3-M30-Si-000026,T3,Si,LONG,2023-08-02 12:30:00+03:00,92.78,92.4201951859,0.359804814141,2023-08-02 15:00:00+03:00,92.8037218348,ATR_TRAILING_STOP,5,78.3381846145,0.0659297314511,0.15,0.67,0.416892698776,1.8621207212,0.0237218347712,0.0659297314511,3302.36616898,0,78.3381846145,0.001,359.804814141,0,T3_MTF_Trend_v1.0,0.359804814141,USDRUBF,M30,0.0603711621341,2023
T3-M30-CNY-000027,T3,CNY,LONG,2023-08-02 18:00:00+03:00,13.09,13.0009148774,0.0890851225735,2023-08-03 09:30:00+03:00,13.0215773426,ATR_TRAILING_STOP,13,-828.328268947,-0.76805930619,0.0684226574356,0.03,0.76805930619,0.336756566454,-0.0684226574356,-0.76805930619,12106.0522931,0,-828.328268947,0.001,89.0851225735,0,T3_MTF_Trend_v1.0,0.0890851225735,CNYRUBF,M30,-0.790509743953,2023
T3-M30-Si-000027,T3,Si,LONG,2023-08-02 16:30:00+03:00,93.51,92.9887905147,0.521209485279,2023-08-03 09:30:00+03:00,93.6872521791,ATR_TRAILING_STOP,16,404.350238381,0.340078575077,0.05,0.89,0.0959307177098,1.70756677523,0.177252179071,0.340078575077,2281.21448493,0,404.350238381,0.001,521.209485279,0,T3_MTF_Trend_v1.0,0.521209485279,USDRUBF,M30,0.336241346369,2023
T3-M30-CNY-000028,T3,CNY,LONG,2023-08-03 15:30:00+03:00,13.16,13.0676664257,0.0923335743008,2023-08-03 16:00:00+03:00,13.0676664257,ATR_TRAILING_STOP,1,-1070.18586972,-1,0.0923335743008,0,1,0,-0.0923335743008,-1,11590.4304347,0,-1070.18586972,0.001,92.3335743008,0,T3_MTF_Trend_v1.0,0.0923335743008,CNYRUBF,M30,-1.02166059329,2023
T3-M30-Si-000028,T3,Si,LONG,2023-08-03 15:30:00+03:00,94.43,93.8596815649,0.570318435119,2023-08-03 16:00:00+03:00,93.8596815649,ATR_TRAILING_STOP,1,-1193.03412989,-1,0.570318435119,0,1,0,-0.570318435119,-1,2091.87369095,0,-1193.03412989,0.001,570.318435119,0,T3_MTF_Trend_v1.0,0.570318435119,USDRUBF,M30,-1.00350681282,2023
T3-M30-CNY-000029,T3,CNY,LONG,2023-08-04 11:00:00+03:00,13.18,13.1059920414,0.0740079586088,2023-08-07 09:30:00+03:00,13.2952333184,ATR_TRAILING_STOP,27,1649.65850476,1.55703954717,0.06,0.21,0.810723618484,2.8375326647,0.11523331836,1.55703954717,14315.8118524,0,1649.65850476,0.001,74.0079586088,0,T3_MTF_Trend_v1.0,0.0740079586088,CNYRUBF,M30,1.53001542656,2023
T3-M30-Si-000029,T3,Si,LONG,2023-08-04 12:00:00+03:00,94.67,94.1566461735,0.513353826481,2023-08-07 09:30:00+03:00,95.457301706,ATR_TRAILING_STOP,25,1811.3920259,1.53364339646,0.02,1.43,0.0389594836316,2.78560307966,0.787301706029,1.53364339646,2300.75968594,0,1811.3920259,0.001,513.353826481,0,T3_MTF_Trend_v1.0,0.513353826481,USDRUBF,M30,1.5297474481,2023
T3-M30-CNY-000030,T3,CNY,LONG,2023-08-07 11:00:00+03:00,13.43,13.3398838818,0.0901161181857,2023-08-07 15:30:00+03:00,13.3548546889,ATR_TRAILING_STOP,9,-897.23013257,-0.83387203807,0.0751453111345,0.06,0.83387203807,0.665807640275,-0.0751453111345,-0.83387203807,11939.9350275,0,-897.23013257,0.001,90.1161181857,0,T3_MTF_Trend_v1.0,0.0901161181857,CNYRUBF,M30,-0.85606562608,2023
T3-M30-Si-000030,T3,Si,LONG,2023-08-07 11:00:00+03:00,96.49,95.8566622245,0.633337775477,2023-08-07 15:30:00+03:00,95.9451747906,ATR_TRAILING_STOP,9,-1031.62019477,-0.860244296895,0.544825209362,0.36,0.860244296895,0.568417065805,-0.544825209362,-0.860244296895,1893.48836479,0,-1031.62019477,0.001,633.337775477,0,T3_MTF_Trend_v1.0,0.633337775477,USDRUBF,M30,-0.863402169483,2023
T3-M30-Si-000031,T3,Si,LONG,2023-08-08 14:30:00+03:00,96.21,95.6471838057,0.562816194323,2023-08-09 09:30:00+03:00,96.8350610363,ATR_TRAILING_STOP,20,1320.38845987,1.11059532872,0.17,1.25,0.30205243153,2.22097376125,0.625061036344,1.11059532872,2112.41524123,0,1320.38845987,0.001,562.816194323,0,T3_MTF_Trend_v1.0,0.562816194323,USDRUBF,M30,1.1070417707,2023
