iterations,seed,sample_trades,bootstrap_mean_R,p2.5,p5,p50,p95,p97.5,probability_mean_R_gt_0,interpretation
10000,3302025,190,0.529212800626,0.276398694155,0.31375473692,0.525098881634,0.757963343376,0.807005272324,0.9999,DIAGNOSTIC_ONLY_IID_TRADE_BOOTSTRAP
