top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,PF_R_C1_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,PF_R_C1_without_top3,expectancy_C1_without_top3,net_R_without_top5,PF_R_C1_without_top5,expectancy_C1_without_top5
0.0571507306544,0.138696696352,0.205142074671,0.352686405723,90.9037675212,2.25872624516,0.480972314927,76.7954766522,2.06337156982,0.41067099814,65.2997427281,1.90419244675,0.352971582314
