outcome_group,dimension,category,trades,win_rate,PF,expectancy_R,net_R,average_R,median_R,max_drawdown_contribution_R,average_holding_time
all,market_regime,DATA_UNAVAILABLE,0,DATA_UNAVAILABLE,DATA_UNAVAILABLE,DATA_UNAVAILABLE,0,DATA_UNAVAILABLE,DATA_UNAVAILABLE,0,DATA_UNAVAILABLE
winners,ALL,ALL,251,1,DATA_UNAVAILABLE,2.11077240609,529.803873929,2.11077240609,1.31208925569,0,180.796812749
winners,ema_position,above_all,153,1,DATA_UNAVAILABLE,1.96002058775,299.883149926,1.96002058775,1.15672216096,0,187.679738562
winners,ema_position,below_all,97,1,DATA_UNAVAILABLE,2.36971426618,229.862283819,2.36971426618,1.42154479284,0,171.75257732
winners,ema_position,mixed,1,1,DATA_UNAVAILABLE,0.0584401831569,0.0584401831569,0.0584401831569,0.0584401831569,0,5
winners,volatility,low_volatility,65,1,DATA_UNAVAILABLE,2.39299934109,155.544957171,2.39299934109,1.48718412748,0,229.846153846
winners,volatility,normal_volatility,82,1,DATA_UNAVAILABLE,1.90956474372,156.584308985,1.90956474372,1.30089321374,0,140.12195122
winners,volatility,high_volatility,104,1,DATA_UNAVAILABLE,2.09302507474,217.674607773,2.09302507474,1.21952656615,0,182.211538462
winners,candle_quality,strong_body,154,1,DATA_UNAVAILABLE,1.95941119583,301.749324158,1.95941119583,1.27320357511,0,175.649350649
winners,candle_quality,weak_body,10,1,DATA_UNAVAILABLE,3.20465910026,32.0465910026,3.20465910026,2.5258434283,0,226.5
winners,candle_quality,long_wick,43,1,DATA_UNAVAILABLE,2.63443072731,113.280521274,2.63443072731,1.35536100187,0,217.558139535
winners,candle_quality,neutral,44,1,DATA_UNAVAILABLE,1.88016903395,82.7274374939,1.88016903395,1.0742739004,0,152.5
winners,instrument,USDRUBF,150,1,DATA_UNAVAILABLE,2.10788451875,316.182677813,2.10788451875,1.32589854666,0,184.566666667
winners,instrument,CNYRUBF,101,1,DATA_UNAVAILABLE,2.11506134768,213.621196116,2.11506134768,1.22077230581,0,175.198019802
winners,session,Session_A,14,1,DATA_UNAVAILABLE,2.68445753724,37.5824055214,2.68445753724,1.46734668627,0,117.142857143
winners,session,Session_B,162,1,DATA_UNAVAILABLE,2.38935912969,387.07617901,2.38935912969,1.6381566714,0,154.382716049
winners,session,Session_C,75,1,DATA_UNAVAILABLE,1.40193719197,105.145289398,1.40193719197,0.934726763044,0,249.733333333
